,val_loss,val_acc,loss,acc,lr
0,3.761690023468762,0.23577235639095306,3.879949395296794,0.17014358937740326,0.0010000000474974513
1,3.5959555230489593,0.27886179089546204,3.2459790269329245,0.31780004501342773,0.0010000000474974513
2,3.504770313821188,0.3634146451950073,2.8558685013479863,0.44513681530952454,0.0010000000474974513
3,3.423221324517475,0.43089431524276733,2.6175356725792485,0.5383365154266357,0.0010000000474974513
4,3.442609379931194,0.4536585509777069,2.4627581871289026,0.6169059872627258,0.0010000000474974513
5,3.525672133375959,0.47479674220085144,2.341668258737788,0.6651313900947571,0.0010000000474974513
6,3.591657177219546,0.5203251838684082,2.292624938006777,0.675426721572876,0.0010000000474974513
7,3.9500103966007387,0.48455286026000977,2.3226030497523835,0.6987266540527344,0.0010000000474974513
8,4.447183605132064,0.4934959411621094,2.436805823152222,0.6962882876396179,0.0010000000474974513
9,5.473126209848296,0.5081300735473633,2.6806138944767963,0.6952045559883118,0.0010000000474974513
10,7.514332042476995,0.497560977935791,3.1910100273890922,0.6881604194641113,0.0010000000474974513
11,7.714224768847954,0.5154471397399902,3.5000483624756225,0.6952045559883118,0.00010000000474974513
12,7.992871602376302,0.5138211250305176,3.5208245575573347,0.7098347544670105,0.00010000000474974513
13,8.258291461603429,0.5089430809020996,3.5821140538512513,0.7144405245780945,0.00010000000474974513
