,val_loss,val_acc,loss,acc,lr
0,5.960832570495983,0.10438542068004608,5.33388387720101,0.1504734456539154,0.0010000000474974513
1,7.110074548974605,0.138357013463974,5.07652884307051,0.20028819143772125,0.0010000000474974513
2,12.793440210296462,0.1605929583311081,6.813478755676094,0.18690818548202515,0.0010000000474974513
3,31.789722995157224,0.14700432121753693,12.266019739502003,0.1692054271697998,0.0010000000474974513
4,87.78518074511598,0.1006794348359108,26.938444207459625,0.1521202176809311,0.0010000000474974513
5,207.30051839167575,0.12415070831775665,58.12640243913471,0.1313297599554062,0.0010000000474974513
6,438.0773634742704,0.0660901814699173,113.87122299426767,0.11712639033794403,0.0010000000474974513
7,789.1759996420075,0.1068560853600502,205.71443994175803,0.1051873192191124,0.0010000000474974513
8,819.6627702813151,0.10809141397476196,260.275559658963,0.10827501118183136,0.00010000000474974513
9,854.6046429092756,0.10315009206533432,267.8742578222998,0.0996294766664505,0.00010000000474974513
10,896.2680101589041,0.08770845830440521,278.14259979763165,0.11156854778528214,0.00010000000474974513
