epoch	tr_loss	v_ppl
0	5.6796	255.1874	Best at epoch 0
1	4.8145	144.1378	Best at epoch 1
2	4.6151	152.3350	Best at epoch 1
3	4.5374	165.2200	Best at epoch 1
4	4.4963	140.0568	Best at epoch 4
5	4.4676	133.8277	Best at epoch 5
6	4.4344	138.4983	Best at epoch 5
7	4.4089	129.7544	Best at epoch 7
8	4.3863	122.5509	Best at epoch 8
9	4.3677	196.3277	Best at epoch 8
10	4.3514	125.6822	Best at epoch 8
11	4.3378	113.2619	Best at epoch 11
12	4.3204	115.8817	Best at epoch 11
13	4.3059	122.9806	Best at epoch 11
14	4.2910	93.8863	Best at epoch 14
15	4.2803	153.0867	Best at epoch 14
16	4.2663	116.1681	Best at epoch 14
17	4.2523	101.4931	Best at epoch 14
18	4.2285	102.7368	Best at epoch 14
19	4.2113	94.4901	Best at epoch 14
