epoch	tr_loss	v_ppl
0	15.4237	9874.5701	Best at epoch 0
1	12.9699	9653.2479	Best at epoch 1
2	11.7438	9676.4895	Best at epoch 1
3	11.4707	9677.7576	Best at epoch 1
4	10.6716	9034.3076	Best at epoch 4
5	10.3935	9285.9952	Best at epoch 4
6	9.6789	8998.3124	Best at epoch 6
7	9.5867	9469.5784	Best at epoch 6
8	9.2447	9446.9904	Best at epoch 6
9	8.3598	9263.8901	Best at epoch 6
10	7.3653	9251.6295	Best at epoch 6
11	7.0446	7763.3911	Best at epoch 11
12	6.5185	4446.2080	Best at epoch 12
13	6.1899	6967.3350	Best at epoch 12
14	6.0958	6280.1684	Best at epoch 12
15	5.9528	5713.2971	Best at epoch 12
16	5.8383	3959.8906	Best at epoch 16
17	5.7029	5122.7704	Best at epoch 16
18	5.3708	5068.0626	Best at epoch 16
19	5.3274	6076.5116	Best at epoch 16
