0.2276
0.2951
0.3283
0.3354
0.3619
0.3818
0.3902
0.4099
0.4217
0.4382
0.4505
0.4557
0.4727
0.4867
0.4972
0.4991
0.5160
0.5300
0.5422
0.5545
0.5722
0.5838
0.5890
0.5937
0.5972
0.6119
0.6155
0.6173
0.6208
0.6279
