2.676298572623636574e-05,0.000000000000000000e+00,1.017941849568160251e-05,3.028861556231277063e-06,3.134432481601834297e-03,8.984068990685045719e-04,3.605669553508050740e-05,6.413910341507289559e-06,3.327532613184303045e-05,4.650498258840651411e-28,1.052177231758832932e-02,1.424324091203743592e-05,8.902850747108459473e-01,0.000000000000000000e+00,1.573028275743126869e-03,0.000000000000000000e+00,1.243365986738353968e-04,4.389106296002864838e-03,1.977064384846016765e-04,0.000000000000000000e+00,1.627679012017324567e-04,8.817361667752265930e-04,7.598655429319478571e-06,0.000000000000000000e+00,3.186340836691670120e-05,3.296617651358246803e-04,2.571015211287885904e-04,1.764856162481009960e-03,0.000000000000000000e+00,7.056365907192230225e-02,1.278095396628486924e-06,1.204504802093462576e-27,0.000000000000000000e+00,2.607643817156603730e-24,1.471968553960323334e-02,2.592770397313870490e-05,3.940945543191567167e-35
6.512032268801704049e-05,0.000000000000000000e+00,2.590338408481329679e-04,5.303201614879071712e-04,9.245662949979305267e-03,3.718840479850769043e-01,3.407289041206240654e-03,2.315648598596453667e-04,7.265891763381659985e-04,2.862908359248676361e-24,3.470373898744583130e-02,7.488958362955600023e-05,1.398301310837268829e-02,0.000000000000000000e+00,2.330795628949999809e-03,0.000000000000000000e+00,1.071047387085855007e-03,3.099509282037615776e-03,8.348710834980010986e-04,0.000000000000000000e+00,1.021034084260463715e-03,7.539759855717420578e-03,1.065183605533093214e-04,0.000000000000000000e+00,1.516115589765831828e-04,2.685493789613246918e-03,5.219855904579162598e-01,9.345731697976589203e-03,0.000000000000000000e+00,3.756305435672402382e-03,2.249777026008814573e-05,8.968050816173815663e-24,0.000000000000000000e+00,3.530966251421432440e-21,1.088740676641464233e-02,5.048605453339405358e-05,1.371853817240141834e-30
4.796505527338013053e-05,9.355623686232105685e-37,2.510621270630508661e-04,2.307745598955079913e-04,1.972747221589088440e-02,1.018322817981243134e-02,1.032667234539985657e-03,4.723316233139485121e-04,2.561115543358027935e-04,1.263203093748151039e-22,9.935317188501358032e-02,7.143392576836049557e-05,7.687180638313293457e-01,9.797581114661421223e-37,7.268247194588184357e-03,9.505273393911824469e-37,4.507879493758082390e-04,5.668900907039642334e-03,2.066662418656051159e-04,9.302597655511037439e-37,1.125439885072410107e-03,9.621079079806804657e-03,7.489581912523135543e-05,9.300966319890809060e-37,1.877716276794672012e-04,2.677063923329114914e-03,2.794250659644603729e-02,2.032721880823373795e-03,9.484628343896619804e-37,2.759358845651149750e-02,5.102776776766404510e-05,2.343574482956997298e-22,9.106814063477185589e-37,7.279312175088819379e-20,1.468136720359325409e-02,7.382022158708423376e-05,1.356528756329149573e-28
7.588555490656290203e-06,1.888932841705018638e-37,2.735184352786745876e-05,6.662680789304431528e-06,1.306911581195890903e-03,6.247279234230518341e-04,7.869900582591071725e-05,2.348522502870764583e-05,6.533990381285548210e-05,1.769816067294943842e-23,9.945926070213317871e-01,3.935659606213448569e-06,9.496719576418399811e-04,1.978271336103460171e-37,1.344570046057924628e-04,1.923692442476165736e-37,1.905981480376794934e-04,3.173851291649043560e-04,4.929782517137937248e-05,1.878026479705240014e-37,1.965958654182031751e-04,1.480613427702337503e-04,5.727268217015080154e-06,1.881138034919303983e-37,1.300286476180190220e-05,1.635654480196535587e-04,1.433691795682534575e-04,1.892058062367141247e-04,1.918723326017792789e-37,5.635145134874619544e-05,2.878533450711984187e-06,3.164343234072388588e-23,1.847021013571957673e-37,9.426905689823759762e-21,6.980998441576957703e-04,4.436609742697328329e-06,2.078889106129792988e-29
5.454143509268760681e-03,3.843073523800664970e-14,1.667924923822283745e-03,7.891145534813404083e-03,8.276524953544139862e-03,6.637392044067382812e-01,1.713737472891807556e-02,2.476262860000133514e-03,3.265196224674582481e-03,9.233274145259429133e-10,3.008637949824333191e-02,3.014535643160343170e-03,1.112288795411586761e-02,3.866999832868346643e-14,1.434510853141546249e-02,3.846395587019796336e-14,2.587672322988510132e-03,4.945941269397735596e-02,2.392571186646819115e-03,3.847606166508012182e-14,1.952379825524985790e-03,4.510379582643508911e-02,1.605297904461622238e-03,3.857401255510060911e-14,1.962085952982306480e-03,1.240074168890714645e-02,6.194460764527320862e-02,1.174882799386978149e-02,3.866719634369394920e-14,1.800464093685150146e-02,2.558065170887857676e-04,1.939709504128472872e-09,3.826003438221238506e-14,1.383461789572493217e-08,1.847060211002826691e-02,3.634920343756675720e-03,1.307025754987423127e-11
5.609486252069473267e-04,6.947019067453765254e-16,2.341072686249390244e-04,1.696784020168706775e-04,9.064353704452514648e-01,1.438774052076041698e-03,2.334353193873539567e-04,1.767818757798522711e-04,1.079029752872884274e-03,3.301109038900129633e-11,2.320412360131740570e-02,3.132360870949923992e-04,2.151499793399125338e-04,6.970751342449054647e-16,1.036462374031543732e-03,6.955159583472471114e-16,4.793629632331430912e-04,1.808503409847617149e-03,2.188860235037282109e-04,6.941800285707494696e-16,6.204600795172154903e-04,4.872346669435501099e-02,4.791899482370354235e-05,6.952374433262780568e-16,8.422619430348277092e-04,1.959759742021560669e-03,1.763791544362902641e-03,7.123848190531134605e-04,7.014283541982005345e-16,4.964369814842939377e-03,2.219879388576373458e-05,8.585745309153125504e-11,6.913391859447769530e-16,4.009610421462639351e-10,2.215178217738866806e-03,5.243106279522180557e-04,3.055895922594864533e-13
2.776741894194856286e-05,0.000000000000000000e+00,5.232690909906523302e-06,4.602478327342396369e-07,5.903480655433668289e-07,7.421177579089999199e-04,1.170269570138771087e-05,9.419782145414501429e-07,8.084356522886082530e-06,7.895251969774298508e-27,4.194506573185208254e-07,6.620064709750295151e-07,8.572566002840176225e-05,0.000000000000000000e+00,3.841325451503507793e-05,0.000000000000000000e+00,1.999175176024436951e-03,5.445106580737046897e-05,9.627537131309509277e-01,0.000000000000000000e+00,4.480218558455817401e-05,4.247304786986205727e-06,1.869834704848472029e-06,0.000000000000000000e+00,1.468915911573276389e-06,4.726621227746363729e-06,2.745762230915715918e-06,3.402464836835861206e-02,0.000000000000000000e+00,9.007100015878677368e-05,7.078675423599634087e-08,1.556798507526200681e-26,0.000000000000000000e+00,2.473726908215420549e-23,9.374123328598216176e-05,2.047307361863204278e-06,1.764387265883498360e-33
3.918333444744348526e-03,2.801278990864411513e-18,1.697377185337245464e-03,1.476429402828216553e-03,1.293008178472518921e-01,2.713851444423198700e-02,4.085565917193889618e-03,5.699616740457713604e-04,6.492851767688989639e-03,8.563646319847961763e-12,1.724898219108581543e-01,6.770169828087091446e-03,1.143023148179054260e-01,2.834494221566325201e-18,4.521483555436134338e-02,2.801289951007527840e-18,8.361575193703174591e-03,2.222938835620880127e-01,9.306649677455425262e-03,2.822312953070716177e-18,6.260571535676717758e-03,7.739364355802536011e-02,5.007535219192504883e-03,2.810687963537049064e-18,1.141998358070850372e-02,2.636502869427204132e-02,1.978615671396255493e-02,1.333171874284744263e-02,2.808973011332073499e-18,2.868520468473434448e-02,1.432746765203773975e-03,1.421163013659576535e-11,2.786167228253680250e-18,3.379304058803711541e-10,5.352726951241493225e-02,3.371043829247355461e-03,2.306292160828178617e-14
1.028068800223991275e-04,3.891851101845943513e-28,2.485684235580265522e-04,4.366288703749887645e-05,1.102041676640510559e-01,2.335841418243944645e-04,6.688265420962125063e-05,1.927473749674391001e-05,2.380176883889362216e-04,5.285271764678489158e-18,1.278618001379072666e-04,9.607178071746602654e-05,2.377709839493036270e-03,3.984873277418603957e-28,3.510716196615248919e-04,3.916648894327387465e-28,3.728079900611191988e-05,1.332050655037164688e-03,3.690134326461702585e-04,3.901200528760971350e-28,1.731828670017421246e-04,1.016417518258094788e-03,3.345643199281767011e-05,3.894286440260621173e-28,5.466972652357071638e-05,1.479335827752947807e-03,3.556153096724301577e-04,1.562322431709617376e-04,3.942506670501973542e-28,8.740547895431518555e-01,1.477664955018553883e-05,9.148239553296549350e-18,3.852501223445952656e-28,6.275344174895970510e-16,6.746929138898849487e-03,6.660234066657721996e-05,3.113261650560069278e-22
2.184408949688076973e-03,8.906151934917694748e-38,1.156825223006308079e-03,2.078572288155555725e-04,2.724728547036647797e-03,7.025184482336044312e-02,3.527729073539376259e-03,3.839917189907282591e-04,4.595202393829822540e-03,7.669999918155271263e-23,1.419817912392318249e-03,2.207081852247938514e-04,2.289145998656749725e-02,9.378894545361700765e-38,1.001046132296323776e-02,9.064573210464701157e-38,6.214715912938117981e-02,5.273354798555374146e-02,4.751612544059753418e-01,8.880436987058562895e-38,5.763895343989133835e-03,6.065910682082176208e-03,8.510003681294620037e-04,8.861689295164054032e-38,7.273274241015315056e-04,4.394183401018381119e-03,4.083660431206226349e-03,2.057504206895828247e-01,9.044747079272047916e-38,2.734653465449810028e-02,7.522119267378002405e-05,8.397346712164596921e-23,8.697120242994361786e-38,8.003437715545103832e-20,3.489945083856582642e-02,4.254423838574439287e-04,3.884702110077688856e-29
