1.344779320788802579e-05,4.512466117739677429e-02,4.086587578058242798e-03,2.971668168902397156e-02,5.006106104701757431e-03,6.985285785049200058e-03,1.058858033502474427e-04,5.622019767761230469e-01,8.792024163994938135e-05,1.828612177632749081e-03,2.835031133145093918e-03,2.533212676644325256e-02,5.352900829166173935e-03,5.054661538451910019e-03,7.361731259152293205e-04,1.708392119326163083e-05,1.432707440108060837e-02,5.111516453325748444e-03,8.761781646171584725e-05,2.658426063135266304e-03,2.691675676032900810e-03,2.777322661131620407e-03,1.543062273412942886e-03,5.346143734641373158e-04,5.783785600215196609e-03,8.133887313306331635e-03,1.829002751037478447e-03,2.172074466943740845e-02,1.119643711717799306e-04,3.439530730247497559e-02,4.002740315627306700e-04,1.681352659943513572e-05,5.605575814843177795e-02,3.339826595038175583e-03,7.220279076136648655e-04,2.921361592598259449e-04,1.925941978697665036e-05,1.379453351546544582e-05,4.682052880525588989e-03,1.689529418945312500e-02,3.620051211328245699e-05,2.594078796391841024e-05,1.119380071759223938e-02,5.038507282733917236e-03,5.756458849646151066e-04,1.583078301337081939e-05,2.367645874619483948e-02,4.587456118315458298e-03,9.856144606601446867e-05,2.188346115872263908e-03,1.211058930493891239e-03,1.041929144412279129e-02,1.038427930325269699e-03,3.518243829603306949e-05,1.131455413997173309e-02,1.626835546630900353e-05,2.714813221246004105e-03,3.362200409173965454e-02,8.578320848755538464e-04,5.919242277741432190e-03,7.488312257919460535e-05,2.159159164875745773e-03,9.617907198844477534e-05,4.259101580828428268e-03,1.602707743586506695e-05,1.646628516027703881e-04,1.630935003049671650e-05
1.519235320301959291e-05,7.282475475221872330e-03,3.442511856555938721e-01,1.883736811578273773e-02,1.138773839920759201e-02,5.593039561063051224e-03,8.247255027526989579e-05,1.298436056822538376e-02,1.110493540181778371e-04,2.841554116457700729e-03,4.396816715598106384e-03,3.731029853224754333e-02,9.821465238928794861e-03,6.864233873784542084e-03,8.242054027505218983e-04,1.163693468697601929e-05,2.437133528292179108e-02,1.862923800945281982e-02,1.107426505768671632e-04,3.088376484811306000e-03,4.262180998921394348e-03,2.298674546182155609e-03,2.748958067968487740e-03,1.033252920024096966e-03,2.238364890217781067e-02,2.483518095687031746e-03,5.853187292814254761e-03,1.611424535512924194e-01,1.127096256823278964e-04,4.414884001016616821e-02,8.567650802433490753e-04,1.503883140685502440e-05,1.371342595666646957e-02,1.485389005392789841e-02,4.410080437082797289e-04,2.086305903503671288e-04,1.495252490713028237e-05,1.161127056548139080e-05,7.983941584825515747e-03,1.060334406793117523e-02,2.892713018809445202e-05,1.910145874717272818e-05,1.470185350626707077e-02,7.818490266799926758e-03,7.063618977554142475e-04,1.284167501580668613e-05,6.569139659404754639e-02,2.725009573623538017e-03,7.279440615093335509e-05,4.638431128114461899e-03,9.430602076463401318e-04,2.656465582549571991e-02,2.234744140878319740e-03,2.990560642501804978e-05,2.518853545188903809e-02,1.401368263032054529e-05,3.944405820220708847e-03,1.227025873959064484e-02,7.240499253384768963e-04,4.951124079525470734e-03,5.455783684737980366e-05,1.192139834165573120e-02,1.517384953331202269e-04,1.045585703104734421e-02,1.593872366356663406e-05,1.233789371326565742e-04,1.238755885424325243e-05
2.398218930466100574e-04,1.906864345073699951e-02,1.715812645852565765e-02,2.938618324697017670e-02,1.868583820760250092e-02,3.439951920881867409e-03,8.638208382762968540e-04,2.145531401038169861e-02,1.415466191247105598e-03,4.224894568324089050e-03,1.052278187125921249e-02,2.474929578602313995e-02,1.183439418673515320e-02,7.871927693486213684e-03,2.630465431138873100e-03,2.367855777265504003e-04,1.472454890608787537e-02,1.068232674151659012e-02,1.175221404992043972e-03,2.863612724468111992e-03,4.150084219872951508e-03,5.206377245485782623e-03,5.476468708366155624e-03,3.912146668881177902e-03,2.108518593013286591e-02,8.128545247018337250e-03,3.508778987452387810e-03,4.330293834209442139e-01,5.724833463318645954e-04,2.523238956928253174e-02,2.527983859181404114e-03,2.199289010604843497e-04,1.969480514526367188e-02,6.420699879527091980e-03,1.519541954621672630e-03,7.135444320738315582e-04,2.742801443673670292e-04,2.237919979961588979e-04,2.150962501764297485e-02,1.308970153331756592e-02,3.848164051305502653e-04,2.230223180959001184e-04,1.684956997632980347e-02,2.274279855191707611e-02,2.787020057439804077e-03,2.267803938593715429e-04,3.195570409297943115e-02,2.083193510770797729e-03,4.970777081325650215e-04,6.105915177613496780e-03,1.805363921448588371e-03,2.252260781824588776e-02,5.748437717556953430e-03,4.126534913666546345e-04,1.777959242463111877e-02,2.619836304802447557e-04,8.919944055378437042e-03,1.384184323251247406e-02,5.438505671918392181e-03,8.567996323108673096e-03,5.269627436064183712e-04,1.663983613252639771e-02,6.722607649862766266e-04,3.192096948623657227e-02,2.702577621676027775e-04,8.641079766675829887e-04,2.255272993352264166e-04
1.283517758565722033e-05,3.659976646304130554e-02,5.046273116022348404e-03,4.550286009907722473e-02,1.170380134135484695e-02,3.121598437428474426e-02,9.141384362010285258e-05,3.066439926624298096e-01,1.172251722891815007e-04,2.461689291521906853e-03,3.451008582487702370e-03,5.379801616072654724e-02,9.375233203172683716e-03,9.361772798001766205e-03,1.083360868506133556e-03,1.479571619711350650e-05,1.634746789932250977e-02,1.361392810940742493e-02,1.123680049204267561e-04,3.345854580402374268e-03,4.162430763244628906e-03,6.350663490593433380e-03,2.530087949708104134e-03,6.851816433481872082e-04,1.460959762334823608e-02,3.929610364139080048e-03,2.632397459819912910e-03,8.385282754898071289e-02,9.513244731351733208e-05,4.380562528967857361e-02,5.491949268616735935e-04,1.577515286044217646e-05,2.635835297405719757e-02,4.278562497347593307e-03,6.522951880469918251e-04,2.642862673383206129e-04,1.599773895577527583e-05,1.216330292663769796e-05,1.388209592550992966e-02,4.021056741476058960e-02,3.432586163398809731e-05,2.192181636928580701e-05,1.527219172567129135e-02,9.727821685373783112e-03,7.794468547217547894e-04,1.504048668721225113e-05,2.207169309258460999e-02,4.741832148283720016e-03,9.548365051159635186e-05,3.435034072026610374e-03,8.164003374986350536e-04,6.537424866110086441e-03,1.169665367342531681e-03,3.571725392248481512e-05,2.922496572136878967e-02,1.466444155084900558e-05,2.124274382367730141e-03,7.210936397314071655e-02,7.939196657389402390e-04,4.357705824077129364e-03,6.421433499781414866e-05,4.291189368814229965e-03,1.005878366413526237e-04,2.318141795694828033e-02,1.495546894147992134e-05,1.635451626498252153e-04,1.272743793379049748e-05
6.047987335477955639e-05,4.846656322479248047e-02,2.331523457542061806e-03,9.271569550037384033e-02,1.144096720963716507e-02,4.180402681231498718e-02,2.597670536488294601e-04,1.025740280747413635e-01,1.998302323045209050e-04,3.133244812488555908e-03,2.738983836024999619e-03,2.322622016072273254e-02,1.596460118889808655e-02,6.833128165453672409e-03,2.196965971961617470e-03,6.542899063788354397e-05,2.290602959692478180e-02,1.486180350184440613e-02,1.976752973860129714e-04,6.557822693139314651e-03,5.972429178655147552e-03,5.537475924938917160e-03,3.413808532059192657e-03,1.437784521840512753e-03,2.002628147602081299e-02,8.497564122080802917e-03,2.711408771574497223e-03,1.028311327099800110e-01,3.332286141812801361e-04,7.321115583181381226e-02,1.185732893645763397e-03,6.579027103725820780e-05,5.400433018803596497e-02,4.591968841850757599e-03,9.183498332276940346e-04,9.962311014533042908e-04,7.287890912266448140e-05,6.318455416476354003e-05,5.643219687044620514e-03,5.880932137370109558e-02,1.216463206219486892e-04,1.909693237394094467e-04,6.813274696469306946e-03,5.908787716180086136e-03,9.075823472812771797e-04,6.027183553669601679e-05,5.751661024987697601e-03,9.771150536835193634e-03,2.162233140552416444e-04,2.573068486526608467e-03,3.847994608804583549e-03,1.906360685825347900e-02,1.375042716972529888e-03,1.209288893733173609e-04,1.018523983657360077e-02,7.097391062416136265e-05,1.974001759663224220e-03,1.147999763488769531e-01,8.629097719676792622e-04,6.751301232725381851e-03,3.213060554116964340e-04,3.946833312511444092e-03,2.604647306725382805e-04,5.457337200641632080e-02,6.962511542951688170e-05,5.473027704283595085e-04,5.635454726871103048e-05
2.199596201535314322e-05,5.689368769526481628e-02,4.067753907293081284e-03,4.684888571500778198e-02,2.638366818428039551e-02,3.524461016058921814e-02,1.435558806406334043e-04,1.568279117345809937e-01,1.366650976706296206e-04,4.311246331781148911e-03,4.647149238735437393e-03,2.896905317902565002e-02,1.540373638272285461e-02,1.031842920929193497e-02,2.116720424965023994e-03,2.618969665491022170e-05,2.951408736407756805e-02,2.155758626759052277e-02,1.094050239771604538e-04,1.023703627288341522e-02,1.366731151938438416e-02,7.621985394507646561e-03,4.350167699158191681e-03,1.383528346195816994e-03,3.091332130134105682e-02,1.485838834196329117e-02,8.636272512376308441e-03,3.301922231912612915e-02,2.104123414028435946e-04,6.738054007291793823e-02,1.086635864339768887e-03,2.749791565292980522e-05,4.124658554792404175e-02,8.678371086716651917e-03,1.340783201158046722e-03,4.833300772588700056e-04,2.821962698362767696e-05,2.266581032017711550e-05,1.054528728127479553e-02,4.339512810111045837e-02,6.123756611486896873e-05,7.951764564495533705e-05,1.234233099967241287e-02,5.368268117308616638e-03,7.685252930968999863e-04,2.418054282316006720e-05,3.150555491447448730e-02,2.866442129015922546e-02,1.535214978503063321e-04,4.190497100353240967e-03,5.151947028934955597e-03,2.458807267248630524e-02,1.808528555557131767e-03,6.434430542867630720e-05,2.234338223934173584e-02,2.640824641275685281e-05,2.620213897898793221e-03,7.413100451231002808e-02,7.955807377584278584e-04,1.332250423729419708e-02,1.224135339725762606e-04,3.782567102462053299e-03,1.967300777323544025e-04,2.487246505916118622e-02,2.411024070170242339e-05,2.949894696939736605e-04,2.160389340133406222e-05
7.703759365540463477e-06,1.818787120282649994e-02,1.393494661897420883e-03,2.604276128113269806e-02,2.841776004061102867e-03,9.497100487351417542e-03,3.303279299871064723e-05,3.948873281478881836e-02,3.262504105805419385e-05,6.679355865344405174e-04,1.238539000041782856e-03,1.443539932370185852e-02,3.756500082090497017e-03,2.147328341379761696e-03,5.076224915683269501e-04,8.788752893451601267e-06,1.495731063187122345e-02,6.895319558680057526e-03,3.505119821056723595e-05,8.853115723468363285e-04,1.467627938836812973e-03,1.661548507399857044e-03,1.021486823447048664e-03,2.476441732142120600e-04,1.147484127432107925e-02,2.113722730427980423e-03,8.645839407108724117e-04,6.834639906883239746e-01,3.951083999709226191e-05,1.242833025753498077e-02,2.267038216814398766e-04,8.271502338175196201e-06,2.022767812013626099e-02,1.864364137873053551e-03,2.143580204574391246e-04,1.818651653593406081e-04,8.987009096017573029e-06,7.673585969314444810e-06,1.252657617442309856e-03,2.810214459896087646e-02,1.904679629660677165e-05,1.627796700631733984e-05,2.703430829569697380e-03,1.954705454409122467e-03,2.955250092782080173e-04,7.511169314966537058e-06,9.506216272711753845e-03,1.412901561707258224e-03,4.294959944672882557e-05,6.515649729408323765e-04,4.092828894499689341e-04,1.060403045266866684e-02,5.551355425268411636e-04,1.755541597958654165e-05,4.642595537006855011e-03,8.936662197811529040e-06,7.586411084048449993e-04,2.413378655910491943e-02,2.575746329966932535e-04,1.679679262451827526e-03,3.744380592252127826e-05,7.219162071123719215e-04,2.575434155005495995e-05,2.950941398739814758e-02,8.789859748503658921e-06,7.257598190335556865e-05,8.669238013681024313e-06
5.800139206257881597e-06,4.403566010296344757e-03,1.796658965758979321e-03,6.903497967869043350e-03,1.003643381409347057e-03,1.135488157160580158e-03,1.785781569196842611e-05,7.982334122061729431e-03,2.516903077776078135e-05,5.001756944693624973e-04,6.504340562969446182e-04,9.247667156159877777e-03,1.250955741852521896e-03,1.332410378381609917e-03,2.473166678100824356e-04,5.034617515775607899e-06,6.758718285709619522e-03,2.629081718623638153e-03,2.983215199492406100e-05,3.123886708635836840e-04,5.583126330748200417e-04,6.359405233524739742e-04,4.901686916127800941e-04,1.377313747070729733e-04,3.426796756684780121e-03,7.302677258849143982e-04,3.105078067164868116e-04,8.840333223342895508e-01,2.179763032472692430e-05,1.064743101596832275e-02,1.069396676030009985e-04,5.726587914978154004e-06,9.397365152835845947e-03,6.632535951212048531e-04,9.812007192522287369e-05,8.378843631362542510e-05,5.753443929279455915e-06,4.479803919821279123e-06,6.369396578520536423e-04,6.729268003255128860e-03,1.079071171261603013e-05,7.654884939256589860e-06,1.438959967344999313e-03,2.217147732153534889e-03,1.847275998443365097e-04,4.796118901140289381e-06,4.924399778246879578e-03,4.921784275211393833e-04,2.552441037551034242e-05,4.573340993374586105e-04,1.192245326819829643e-04,2.084967913106083870e-03,2.550369245000183582e-04,1.135662023443728685e-05,2.817099448293447495e-03,5.321040589478798211e-06,5.319873453117907047e-04,4.865116905421018600e-03,1.530730223748832941e-04,4.898056504316627979e-04,2.198187758040148765e-05,7.639901014044880867e-04,1.955213156179524958e-05,1.309510320425033569e-02,5.779885213996749371e-06,2.960392157547175884e-05,5.467726168717490509e-06
5.640890321956248954e-06,5.700964480638504028e-02,2.026286674663424492e-03,3.718883916735649109e-02,1.065900828689336777e-02,1.691320911049842834e-02,3.840325371129438281e-05,9.190519899129867554e-02,4.637364327209070325e-05,1.364420750178396702e-03,2.176708541810512543e-03,3.274608030915260315e-02,6.112819071859121323e-03,4.972734954208135605e-03,9.794445941224694252e-04,6.648113867413485423e-06,2.849213033914566040e-02,1.904953829944133759e-02,3.424645547056570649e-05,3.120208391919732094e-03,3.194470191374421120e-03,3.103709081187844276e-03,2.553083002567291260e-03,5.006037536077201366e-04,2.334215305745601654e-02,5.689547397196292877e-03,2.213905798271298409e-03,3.304776251316070557e-01,6.048598515917547047e-05,2.921815216541290283e-02,3.724143316503614187e-04,6.895312253618612885e-06,3.576724603772163391e-02,2.583054592832922935e-03,3.029702929779887199e-04,1.623737625777721405e-04,6.478615432570222765e-06,5.765733931184513494e-06,4.427188541740179062e-03,4.352420568466186523e-02,1.783190782589372247e-05,2.171924643334932625e-05,7.285058498382568359e-03,2.516658743843436241e-03,3.039554576389491558e-04,5.391971626522717997e-06,3.725978732109069824e-02,8.224320597946643829e-03,5.011461689718998969e-05,1.271307584829628468e-03,1.468139467760920525e-03,1.898402348160743713e-02,7.462817011401057243e-04,1.789943053154274821e-05,1.425322610884904861e-02,7.030753295111935586e-06,1.194710144773125648e-03,7.789107412099838257e-02,3.885054902639240026e-04,3.909481223672628403e-03,3.671733429655432701e-05,1.720585976727306843e-03,3.605708479881286621e-05,1.992819271981716156e-02,6.418219527404289693e-06,8.948144386522471905e-05,6.123490038589807227e-06
3.460285734036006033e-05,3.157380223274230957e-02,9.954305365681648254e-03,5.918183177709579468e-02,1.185746584087610245e-02,7.121875416487455368e-03,1.718083367450162768e-04,1.233990639448165894e-01,2.014944475376978517e-04,3.536179894581437111e-03,5.518568679690361023e-03,3.907781839370727539e-02,9.844289161264896393e-03,8.545667864382266998e-03,1.833988470025360584e-03,3.556052251951768994e-05,3.771024942398071289e-02,1.078440342098474503e-02,2.047204179689288139e-04,4.324844107031822205e-03,4.653935320675373077e-03,4.928596317768096924e-03,3.368266625329852104e-03,9.971450781449675560e-04,1.702617295086383820e-02,1.097922958433628082e-02,2.364788902923464775e-03,1.382644027471542358e-01,1.844392099883407354e-04,8.216521143913269043e-02,7.510927389375865459e-04,3.853533053188584745e-05,6.696252524852752686e-02,3.781889099627733231e-03,1.102884649299085140e-03,5.028750165365636349e-04,4.137468204135075212e-05,2.884019886550959200e-05,9.862294420599937439e-03,2.310523204505443573e-02,8.438434451818466187e-05,5.510532355401664972e-05,1.621024869382381439e-02,1.367718167603015900e-02,1.128438161686062813e-03,3.410227145650424063e-05,8.353648334741592407e-02,4.805629607290029526e-03,1.838738680817186832e-04,4.471424035727977753e-03,1.700749970041215420e-03,2.693920210003852844e-02,3.191209398210048676e-03,7.924189412733539939e-05,2.104428410530090332e-02,3.706242569023743272e-05,3.503691637888550758e-03,4.866169020533561707e-02,1.549611217342317104e-03,8.729329332709312439e-03,1.333941909251734614e-04,7.472193799912929535e-03,1.836631417972967029e-04,1.616173237562179565e-02,3.591730637708678842e-05,3.339984104968607426e-04,3.385167292435653508e-05
