21,0,20,27,647,296,33,13,114,2,385,13,798,0,101,9,80,325,339,18,158,129,23,21,30,47,219,589,4,506,45,13,2,3,283,23,1
2,15,1,6,137,19,0,0,0,0,118,0,123,13,151,23,7,54,59,33,26,39,23,6,7,0,77,131,8,108,53,18,9,5,31,5,79
