epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
28	0.3723	8.4389	|	0.0837	0.2159	0.2159	0.2159	|	0.0777	0.1062	0.1062	0.1062	|  Best result at epoch 3
29	0.3796	7.8732	|	0.0934	0.2336	0.2336	0.2336	|	0.0698	0.1174	0.1174	0.1174	|  Best result at epoch 3
30	0.3645	8.1742	|	0.0786	0.2272	0.2272	0.2272	|	0.0721	0.1105	0.1105	0.1105	|  Best result at epoch 3
31	0.3321	8.4750	|	0.0805	0.2181	0.2181	0.2181	|	0.0789	0.1041	0.1041	0.1041	|  Best result at epoch 3
32	0.3750	8.2773	|	0.0839	0.2373	0.2373	0.2373	|	0.0667	0.1094	0.1094	0.1094	|  Best result at epoch 3
33	0.3378	8.6333	|	0.0896	0.2266	0.2266	0.2266	|	0.0663	0.1089	0.1089	0.1089	|  Best result at epoch 3
34	0.4276	8.3474	|	0.0896	0.2202	0.2202	0.2202	|	0.0846	0.1057	0.1057	0.1057	|  Best result at epoch 3
35	0.4184	8.2789	|	0.0898	0.2266	0.2266	0.2266	|	0.0757	0.1190	0.1190	0.1190	|  Best result at epoch 3
36	0.3899	8.4495	|	0.0945	0.2384	0.2384	0.2384	|	0.0698	0.0998	0.0998	0.0998	|  Best result at epoch 3
37	0.4162	8.2941	|	0.0896	0.2325	0.2325	0.2325	|	0.0696	0.1110	0.1110	0.1110	|  Best result at epoch 3
38	0.4252	8.2402	|	0.0921	0.2223	0.2223	0.2223	|	0.0593	0.1009	0.1009	0.1009	|  Best result at epoch 3
39	0.4468	8.4004	|	0.1009	0.2405	0.2405	0.2405	|	0.0732	0.1067	0.1067	0.1067	|  Best result at epoch 3
40	0.4367	8.5681	|	0.0926	0.2277	0.2277	0.2277	|	0.0743	0.1115	0.1115	0.1115	|  Best result at epoch 3
41	0.4352	8.1708	|	0.0964	0.2378	0.2378	0.2378	|	0.0764	0.1105	0.1105	0.1105	|  Best result at epoch 3
42	0.4578	8.2913	|	0.1030	0.2421	0.2421	0.2421	|	0.0705	0.1137	0.1137	0.1137	|  Best result at epoch 3
43	0.3871	8.3501	|	0.0896	0.2272	0.2272	0.2272	|	0.0687	0.1057	0.1057	0.1057	|  Best result at epoch 3
44	0.4337	8.1361	|	0.0978	0.2384	0.2384	0.2384	|	0.0688	0.1105	0.1105	0.1105	|  Best result at epoch 3
45	0.4243	8.6640	|	0.0908	0.2293	0.2293	0.2293	|	0.0719	0.1153	0.1153	0.1153	|  Best result at epoch 3
46	0.4705	8.2040	|	0.0980	0.2245	0.2245	0.2245	|	0.0720	0.1147	0.1147	0.1147	|  Best result at epoch 3
47	0.5640	8.4174	|	0.0917	0.2255	0.2255	0.2255	|	0.0711	0.1073	0.1073	0.1073	|  Best result at epoch 3
48	0.5324	8.4510	|	0.0863	0.2197	0.2197	0.2197	|	0.0624	0.1062	0.1062	0.1062	|  Best result at epoch 3
49	0.5105	8.6415	|	0.0919	0.2143	0.2143	0.2143	|	0.0644	0.1041	0.1041	0.1041	|  Best result at epoch 3
50	0.5608	8.4318	|	0.0929	0.2223	0.2223	0.2223	|	0.0584	0.1030	0.1030	0.1030	|  Best result at epoch 3
51	0.7036	8.6646	|	0.0863	0.2154	0.2154	0.2154	|	0.0730	0.1158	0.1158	0.1158	|  Best result at epoch 3
52	0.8112	8.3637	|	0.0853	0.2165	0.2165	0.2165	|	0.0672	0.1099	0.1099	0.1099	|  Best result at epoch 3
53	0.8940	8.4424	|	0.0808	0.1983	0.1983	0.1983	|	0.0679	0.1041	0.1041	0.1041	|  Best result at epoch 3
54	1.0832	7.9676	|	0.0816	0.2079	0.2079	0.2079	|	0.0525	0.0886	0.0886	0.0886	|  Best result at epoch 3
55	1.1547	7.8976	|	0.0884	0.2218	0.2218	0.2218	|	0.0578	0.0993	0.0993	0.0993	|  Best result at epoch 3
56	1.3225	7.6881	|	0.0843	0.2213	0.2213	0.2213	|	0.0558	0.1025	0.1025	0.1025	|  Best result at epoch 3
57	1.4402	7.2667	|	0.0843	0.2170	0.2170	0.2170	|	0.0552	0.0982	0.0982	0.0982	|  Best result at epoch 3
58	1.4689	7.4832	|	0.0938	0.2106	0.2106	0.2106	|	0.0593	0.0950	0.0950	0.0950	|  Best result at epoch 3
59	1.6004	7.0274	|	0.0902	0.2170	0.2170	0.2170	|	0.0542	0.0939	0.0939	0.0939	|  Best result at epoch 3
60	1.6344	7.1870	|	0.0755	0.1929	0.1929	0.1929	|	0.0489	0.0891	0.0891	0.0891	|  Best result at epoch 3
61	1.7572	6.9908	|	0.0750	0.1790	0.1790	0.1790	|	0.0501	0.0934	0.0934	0.0934	|  Best result at epoch 3
62	1.8365	6.7477	|	0.0714	0.1855	0.1855	0.1855	|	0.0452	0.0923	0.0923	0.0923	|  Best result at epoch 3
63	1.7874	6.8749	|	0.0842	0.1833	0.1833	0.1833	|	0.0487	0.0896	0.0896	0.0896	|  Best result at epoch 3
64	1.8210	6.9622	|	0.0764	0.2026	0.2026	0.2026	|	0.0444	0.0822	0.0822	0.0822	|  Best result at epoch 3
65	1.8572	6.8206	|	0.0582	0.1833	0.1833	0.1833	|	0.0443	0.0843	0.0843	0.0843	|  Best result at epoch 3
66	1.9673	6.7701	|	0.0668	0.1823	0.1823	0.1823	|	0.0446	0.0832	0.0832	0.0832	|  Best result at epoch 3
67	2.0170	6.8881	|	0.0564	0.1614	0.1614	0.1614	|	0.0406	0.0763	0.0763	0.0763	|  Best result at epoch 3
68	2.1657	6.5981	|	0.0554	0.1480	0.1480	0.1480	|	0.0393	0.0811	0.0811	0.0811	|  Best result at epoch 3
69	2.3018	6.4586	|	0.0564	0.1534	0.1534	0.1534	|	0.0345	0.0758	0.0758	0.0758	|  Best result at epoch 3
70	2.2528	6.5127	|	0.0532	0.1432	0.1432	0.1432	|	0.0410	0.0763	0.0763	0.0763	|  Best result at epoch 3
71	2.2822	6.3950	|	0.0585	0.1523	0.1523	0.1523	|	0.0369	0.0720	0.0720	0.0720	|  Best result at epoch 3
72	2.4722	6.1611	|	0.0455	0.1261	0.1261	0.1261	|	0.0358	0.0710	0.0710	0.0710	|  Best result at epoch 3
73	2.4442	6.1396	|	0.0450	0.1374	0.1374	0.1374	|	0.0350	0.0800	0.0800	0.0800	|  Best result at epoch 3
74	2.4222	6.2820	|	0.0397	0.1251	0.1251	0.1251	|	0.0200	0.0646	0.0646	0.0646	|  Best result at epoch 3
75	2.5365	6.1810	|	0.0375	0.1240	0.1240	0.1240	|	0.0306	0.0715	0.0715	0.0715	|  Best result at epoch 3
76	2.5656	6.3350	|	0.0359	0.1074	0.1074	0.1074	|	0.0296	0.0646	0.0646	0.0646	|  Best result at epoch 3
77	2.5424	5.9233	|	0.0329	0.1128	0.1128	0.1128	|	0.0246	0.0651	0.0651	0.0651	|  Best result at epoch 3
78	2.5578	6.2074	|	0.0398	0.1208	0.1208	0.1208	|	0.0258	0.0667	0.0667	0.0667	|  Best result at epoch 3
79	2.5901	6.0074	|	0.0290	0.0909	0.0909	0.0909	|	0.0136	0.0523	0.0523	0.0523	|  Best result at epoch 3
80	2.6375	5.7588	|	0.0422	0.1106	0.1106	0.1106	|	0.0260	0.0555	0.0555	0.0555	|  Best result at epoch 3
81	2.6713	6.0627	|	0.0339	0.1154	0.1154	0.1154	|	0.0163	0.0555	0.0555	0.0555	|  Best result at epoch 3
82	2.6547	5.9601	|	0.0348	0.1021	0.1021	0.1021	|	0.0196	0.0592	0.0592	0.0592	|  Best result at epoch 3
83	2.5879	5.9413	|	0.0412	0.1224	0.1224	0.1224	|	0.0204	0.0598	0.0598	0.0598	|  Best result at epoch 3
84	2.6723	5.7140	|	0.0286	0.1010	0.1010	0.1010	|	0.0173	0.0571	0.0571	0.0571	|  Best result at epoch 3
85	2.6347	5.8312	|	0.0330	0.1112	0.1112	0.1112	|	0.0194	0.0651	0.0651	0.0651	|  Best result at epoch 3
86	2.6511	5.8646	|	0.0381	0.1080	0.1080	0.1080	|	0.0204	0.0592	0.0592	0.0592	|  Best result at epoch 3
87	2.6676	5.8122	|	0.0346	0.1042	0.1042	0.1042	|	0.0169	0.0608	0.0608	0.0608	|  Best result at epoch 3
88	2.6159	5.9320	|	0.0368	0.0967	0.0967	0.0967	|	0.0296	0.0624	0.0624	0.0624	|  Best result at epoch 3
89	2.6546	5.6483	|	0.0332	0.0983	0.0983	0.0983	|	0.0210	0.0592	0.0592	0.0592	|  Best result at epoch 3
90	2.5619	5.6805	|	0.0420	0.1160	0.1160	0.1160	|	0.0193	0.0592	0.0592	0.0592	|  Best result at epoch 3
91	2.6033	5.5174	|	0.0429	0.1133	0.1133	0.1133	|	0.0229	0.0592	0.0592	0.0592	|  Best result at epoch 3
92	2.5899	5.6792	|	0.0402	0.1288	0.1288	0.1288	|	0.0273	0.0672	0.0672	0.0672	|  Best result at epoch 3
93	2.6451	5.5155	|	0.0284	0.0999	0.0999	0.0999	|	0.0280	0.0592	0.0592	0.0592	|  Best result at epoch 3
94	2.6566	5.5485	|	0.0308	0.0850	0.0850	0.0850	|	0.0230	0.0582	0.0582	0.0582	|  Best result at epoch 3
95	2.6706	5.7558	|	0.0268	0.0807	0.0807	0.0807	|	0.0211	0.0592	0.0592	0.0592	|  Best result at epoch 3
96	2.6733	5.7608	|	0.0275	0.0871	0.0871	0.0871	|	0.0235	0.0566	0.0566	0.0566	|  Best result at epoch 3
97	2.7398	5.5678	|	0.0242	0.0684	0.0684	0.0684	|	0.0213	0.0544	0.0544	0.0544	|  Best result at epoch 3
98	2.7014	5.5319	|	0.0327	0.0684	0.0684	0.0684	|	0.0173	0.0544	0.0544	0.0544	|  Best result at epoch 3
99	2.7110	5.3699	|	0.0347	0.0716	0.0716	0.0716	|	0.0192	0.0528	0.0528	0.0528	|  Best result at epoch 3
100	2.7555	5.3749	|	0.0354	0.0861	0.0861	0.0861	|	0.0170	0.0555	0.0555	0.0555	|  Best result at epoch 3
101	2.7676	5.5745	|	0.0287	0.0882	0.0882	0.0882	|	0.0172	0.0555	0.0555	0.0555	|  Best result at epoch 3
102	2.7660	5.2892	|	0.0335	0.0764	0.0764	0.0764	|	0.0297	0.0571	0.0571	0.0571	|  Best result at epoch 3
103	2.7429	5.3202	|	0.0261	0.0764	0.0764	0.0764	|	0.0184	0.0550	0.0550	0.0550	|  Best result at epoch 3
104	2.7462	5.4375	|	0.0311	0.0823	0.0823	0.0823	|	0.0183	0.0534	0.0534	0.0534	|  Best result at epoch 3
105	2.7448	5.3811	|	0.0358	0.0748	0.0748	0.0748	|	0.0183	0.0544	0.0544	0.0544	|  Best result at epoch 3
106	2.7010	5.4305	|	0.0283	0.0861	0.0861	0.0861	|	0.0161	0.0550	0.0550	0.0550	|  Best result at epoch 3
107	2.6835	5.4243	|	0.0256	0.0775	0.0775	0.0775	|	0.0153	0.0523	0.0523	0.0523	|  Best result at epoch 3
