epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
36	0.1026	6.3575	|	0.1991	0.3658	0.3658	0.3658	|	0.1425	0.2732	0.2732	0.2732	|  Best result at epoch 22
37	0.0889	6.4111	|	0.1986	0.3799	0.3799	0.3799	|	0.1448	0.2761	0.2761	0.2761	|  Best result at epoch 22
38	0.0703	6.4362	|	0.1958	0.3701	0.3701	0.3701	|	0.1414	0.2746	0.2746	0.2746	|  Best result at epoch 22
39	0.0772	6.3126	|	0.2175	0.3743	0.3743	0.3743	|	0.1436	0.2845	0.2845	0.2845	|  Best result at epoch 22
40	0.0816	6.4109	|	0.1991	0.3856	0.3856	0.3856	|	0.1298	0.2662	0.2662	0.2662	|  Best result at epoch 22
41	0.0969	6.6581	|	0.1896	0.3460	0.3460	0.3460	|	0.1283	0.2662	0.2662	0.2662	|  Best result at epoch 22
42	0.0616	6.3804	|	0.2220	0.3927	0.3927	0.3927	|	0.1321	0.2873	0.2873	0.2873	|  Best result at epoch 22
43	0.0651	6.7957	|	0.2203	0.3814	0.3814	0.3814	|	0.1459	0.2845	0.2845	0.2845	|  Best result at epoch 22
44	0.0677	6.8494	|	0.2015	0.3630	0.3630	0.3630	|	0.1403	0.2873	0.2873	0.2873	|  Best result at epoch 22
45	0.0498	6.3856	|	0.2156	0.3898	0.3898	0.3898	|	0.1389	0.2718	0.2718	0.2718	|  Best result at epoch 22
46	0.0434	6.9133	|	0.1687	0.3489	0.3489	0.3489	|	0.1305	0.2704	0.2704	0.2704	|  Best result at epoch 22
47	0.0866	6.6710	|	0.1787	0.3658	0.3658	0.3658	|	0.1510	0.2817	0.2817	0.2817	|  Best result at epoch 22
48	0.0608	6.4325	|	0.1988	0.3941	0.3941	0.3941	|	0.1727	0.2873	0.2873	0.2873	|  Best result at epoch 22
49	0.0690	7.3792	|	0.1904	0.3828	0.3828	0.3828	|	0.1307	0.2845	0.2845	0.2845	|  Best result at epoch 22
50	0.0532	6.8149	|	0.1979	0.3771	0.3771	0.3771	|	0.1327	0.2761	0.2761	0.2761	|  Best result at epoch 22
51	0.0661	6.7680	|	0.1982	0.3672	0.3672	0.3672	|	0.1356	0.2662	0.2662	0.2662	|  Best result at epoch 22
52	0.0679	6.8424	|	0.1857	0.3856	0.3856	0.3856	|	0.1383	0.2690	0.2690	0.2690	|  Best result at epoch 22
53	0.0722	6.9980	|	0.1821	0.3743	0.3743	0.3743	|	0.1246	0.2690	0.2690	0.2690	|  Best result at epoch 22
54	0.0457	7.1210	|	0.1754	0.3658	0.3658	0.3658	|	0.1247	0.2620	0.2620	0.2620	|  Best result at epoch 22
55	0.0587	6.4207	|	0.2057	0.3828	0.3828	0.3828	|	0.1541	0.2789	0.2789	0.2789	|  Best result at epoch 22
56	0.0673	7.7575	|	0.1757	0.3588	0.3588	0.3588	|	0.1330	0.2831	0.2831	0.2831	|  Best result at epoch 22
57	0.0659	6.9235	|	0.2001	0.3927	0.3927	0.3927	|	0.1351	0.2775	0.2775	0.2775	|  Best result at epoch 22
58	0.0767	6.9246	|	0.1960	0.3715	0.3715	0.3715	|	0.1404	0.2803	0.2803	0.2803	|  Best result at epoch 22
59	0.0249	7.1194	|	0.2127	0.3785	0.3785	0.3785	|	0.1457	0.2803	0.2803	0.2803	|  Best result at epoch 22
60	0.0652	6.7961	|	0.2000	0.3743	0.3743	0.3743	|	0.1358	0.2662	0.2662	0.2662	|  Best result at epoch 22
61	0.0419	7.6910	|	0.1741	0.3602	0.3602	0.3602	|	0.1284	0.2732	0.2732	0.2732	|  Best result at epoch 22
62	0.0689	7.0622	|	0.1796	0.3672	0.3672	0.3672	|	0.1300	0.2676	0.2676	0.2676	|  Best result at epoch 22
63	0.0505	6.8638	|	0.2002	0.3884	0.3884	0.3884	|	0.1427	0.2676	0.2676	0.2676	|  Best result at epoch 22
64	0.0593	7.5895	|	0.1961	0.3602	0.3602	0.3602	|	0.1209	0.2606	0.2606	0.2606	|  Best result at epoch 22
65	0.0815	6.9622	|	0.1952	0.3912	0.3912	0.3912	|	0.1289	0.2775	0.2775	0.2775	|  Best result at epoch 22
66	0.0770	6.9399	|	0.1865	0.3715	0.3715	0.3715	|	0.1318	0.2662	0.2662	0.2662	|  Best result at epoch 22
67	0.0460	6.8118	|	0.2007	0.3927	0.3927	0.3927	|	0.1357	0.2704	0.2704	0.2704	|  Best result at epoch 22
68	0.0268	7.2063	|	0.2062	0.3856	0.3856	0.3856	|	0.1443	0.2761	0.2761	0.2761	|  Best result at epoch 22
69	0.0425	7.0119	|	0.2232	0.3870	0.3870	0.3870	|	0.1461	0.2718	0.2718	0.2718	|  Best result at epoch 22
70	0.0481	6.9507	|	0.2448	0.3955	0.3955	0.3955	|	0.1525	0.2887	0.2887	0.2887	|  Best result at epoch 22
71	0.0458	7.0974	|	0.2222	0.3969	0.3969	0.3969	|	0.1578	0.2930	0.2930	0.2930	|  Best result at epoch 71
72	0.0470	6.8772	|	0.2158	0.3898	0.3898	0.3898	|	0.1527	0.2901	0.2901	0.2901	|  Best result at epoch 71
73	0.0487	7.2403	|	0.1965	0.3729	0.3729	0.3729	|	0.1521	0.2887	0.2887	0.2887	|  Best result at epoch 71
74	0.0439	7.1634	|	0.1869	0.3799	0.3799	0.3799	|	0.1502	0.2817	0.2817	0.2817	|  Best result at epoch 71
75	0.0372	7.5820	|	0.2048	0.3757	0.3757	0.3757	|	0.1387	0.2944	0.2944	0.2944	|  Best result at epoch 75
76	0.0672	7.2855	|	0.2086	0.3644	0.3644	0.3644	|	0.1420	0.2817	0.2817	0.2817	|  Best result at epoch 75
77	0.0485	7.2443	|	0.2058	0.3672	0.3672	0.3672	|	0.1323	0.2676	0.2676	0.2676	|  Best result at epoch 75
78	0.0515	7.1737	|	0.2110	0.3785	0.3785	0.3785	|	0.1356	0.2690	0.2690	0.2690	|  Best result at epoch 75
79	0.0553	7.3281	|	0.2217	0.3870	0.3870	0.3870	|	0.1463	0.2789	0.2789	0.2789	|  Best result at epoch 75
80	0.0664	7.1564	|	0.1996	0.3630	0.3630	0.3630	|	0.1375	0.2704	0.2704	0.2704	|  Best result at epoch 75
81	0.0405	7.0435	|	0.2050	0.3828	0.3828	0.3828	|	0.1503	0.2817	0.2817	0.2817	|  Best result at epoch 75
82	0.0211	7.1128	|	0.2055	0.3941	0.3941	0.3941	|	0.1349	0.2732	0.2732	0.2732	|  Best result at epoch 75
83	0.0313	7.0452	|	0.2054	0.3997	0.3997	0.3997	|	0.1407	0.2690	0.2690	0.2690	|  Best result at epoch 75
84	0.0340	7.2053	|	0.2105	0.3842	0.3842	0.3842	|	0.1512	0.2789	0.2789	0.2789	|  Best result at epoch 75
85	0.0463	7.3333	|	0.1972	0.3729	0.3729	0.3729	|	0.1441	0.2732	0.2732	0.2732	|  Best result at epoch 75
86	0.0522	7.8530	|	0.1994	0.3672	0.3672	0.3672	|	0.1423	0.2761	0.2761	0.2761	|  Best result at epoch 75
87	0.0564	7.2444	|	0.2144	0.3842	0.3842	0.3842	|	0.1419	0.2817	0.2817	0.2817	|  Best result at epoch 75
88	0.0453	7.2156	|	0.2244	0.3870	0.3870	0.3870	|	0.1328	0.2662	0.2662	0.2662	|  Best result at epoch 75
89	0.0460	7.0051	|	0.2248	0.3927	0.3927	0.3927	|	0.1469	0.2761	0.2761	0.2761	|  Best result at epoch 75
90	0.0389	7.0872	|	0.1915	0.3842	0.3842	0.3842	|	0.1382	0.2718	0.2718	0.2718	|  Best result at epoch 75
91	0.0469	7.4094	|	0.1966	0.3969	0.3969	0.3969	|	0.1303	0.2732	0.2732	0.2732	|  Best result at epoch 75
92	0.0357	7.2787	|	0.2045	0.4025	0.4025	0.4025	|	0.1316	0.2690	0.2690	0.2690	|  Best result at epoch 75
93	0.0532	7.4418	|	0.1931	0.3672	0.3672	0.3672	|	0.1293	0.2676	0.2676	0.2676	|  Best result at epoch 75
94	0.0302	7.4158	|	0.2052	0.3729	0.3729	0.3729	|	0.1236	0.2606	0.2606	0.2606	|  Best result at epoch 75
95	0.0376	7.2296	|	0.2119	0.3856	0.3856	0.3856	|	0.1316	0.2662	0.2662	0.2662	|  Best result at epoch 75
96	0.0268	7.7043	|	0.2093	0.3771	0.3771	0.3771	|	0.1405	0.2718	0.2718	0.2718	|  Best result at epoch 75
97	0.0514	7.3358	|	0.1986	0.3672	0.3672	0.3672	|	0.1279	0.2549	0.2549	0.2549	|  Best result at epoch 75
98	0.0353	7.3841	|	0.2054	0.3828	0.3828	0.3828	|	0.1333	0.2592	0.2592	0.2592	|  Best result at epoch 75
99	0.0535	7.2990	|	0.2080	0.3955	0.3955	0.3955	|	0.1363	0.2704	0.2704	0.2704	|  Best result at epoch 75
100	0.0232	7.4183	|	0.2063	0.3884	0.3884	0.3884	|	0.1340	0.2732	0.2732	0.2732	|  Best result at epoch 75
101	0.0448	7.3448	|	0.2122	0.3729	0.3729	0.3729	|	0.1383	0.2592	0.2592	0.2592	|  Best result at epoch 75
102	0.0605	7.0956	|	0.2182	0.3912	0.3912	0.3912	|	0.1427	0.2775	0.2775	0.2775	|  Best result at epoch 75
103	0.0358	7.3824	|	0.1868	0.3771	0.3771	0.3771	|	0.1235	0.2549	0.2549	0.2549	|  Best result at epoch 75
104	0.0472	7.3332	|	0.2279	0.3969	0.3969	0.3969	|	0.1456	0.2732	0.2732	0.2732	|  Best result at epoch 75
105	0.0609	7.3753	|	0.2048	0.3898	0.3898	0.3898	|	0.1314	0.2704	0.2704	0.2704	|  Best result at epoch 75
106	0.0585	7.2525	|	0.2176	0.3842	0.3842	0.3842	|	0.1324	0.2634	0.2634	0.2634	|  Best result at epoch 75
107	0.0596	7.1874	|	0.2146	0.3743	0.3743	0.3743	|	0.1336	0.2676	0.2676	0.2676	|  Best result at epoch 75
108	0.0335	7.6700	|	0.1982	0.3503	0.3503	0.3503	|	0.1296	0.2634	0.2634	0.2634	|  Best result at epoch 75
109	0.0256	7.5250	|	0.2005	0.3743	0.3743	0.3743	|	0.1328	0.2746	0.2746	0.2746	|  Best result at epoch 75
110	0.0383	7.2565	|	0.2254	0.3884	0.3884	0.3884	|	0.1556	0.2718	0.2718	0.2718	|  Best result at epoch 75
111	0.0448	7.6824	|	0.2063	0.3630	0.3630	0.3630	|	0.1396	0.2732	0.2732	0.2732	|  Best result at epoch 75
112	0.0585	7.3872	|	0.2166	0.3757	0.3757	0.3757	|	0.1439	0.2690	0.2690	0.2690	|  Best result at epoch 75
113	0.0437	7.5821	|	0.2040	0.3701	0.3701	0.3701	|	0.1414	0.2761	0.2761	0.2761	|  Best result at epoch 75
114	0.0431	7.5766	|	0.2199	0.3814	0.3814	0.3814	|	0.1357	0.2746	0.2746	0.2746	|  Best result at epoch 75
115	0.0276	7.2615	|	0.2231	0.3771	0.3771	0.3771	|	0.1491	0.2648	0.2648	0.2648	|  Best result at epoch 75
116	0.0381	7.4181	|	0.2144	0.3828	0.3828	0.3828	|	0.1373	0.2775	0.2775	0.2775	|  Best result at epoch 75
117	0.0330	7.3960	|	0.2218	0.3997	0.3997	0.3997	|	0.1454	0.2789	0.2789	0.2789	|  Best result at epoch 75
118	0.0710	7.6663	|	0.2157	0.3743	0.3743	0.3743	|	0.1396	0.2732	0.2732	0.2732	|  Best result at epoch 75
119	0.0265	7.4995	|	0.2184	0.3785	0.3785	0.3785	|	0.1442	0.2761	0.2761	0.2761	|  Best result at epoch 75
120	0.0507	7.9988	|	0.2101	0.3701	0.3701	0.3701	|	0.1430	0.2746	0.2746	0.2746	|  Best result at epoch 75
121	0.0815	7.4343	|	0.2146	0.3955	0.3955	0.3955	|	0.1370	0.2761	0.2761	0.2761	|  Best result at epoch 75
122	0.0437	7.5555	|	0.2050	0.3941	0.3941	0.3941	|	0.1367	0.2761	0.2761	0.2761	|  Best result at epoch 75
123	0.0451	7.4268	|	0.2152	0.3842	0.3842	0.3842	|	0.1538	0.2775	0.2775	0.2775	|  Best result at epoch 75
124	0.0244	7.6375	|	0.2102	0.3912	0.3912	0.3912	|	0.1486	0.2789	0.2789	0.2789	|  Best result at epoch 75
125	0.0310	7.6298	|	0.2056	0.3743	0.3743	0.3743	|	0.1499	0.2775	0.2775	0.2775	|  Best result at epoch 75
126	0.0467	8.1656	|	0.1869	0.3602	0.3602	0.3602	|	0.1215	0.2662	0.2662	0.2662	|  Best result at epoch 75
127	0.0464	8.0881	|	0.1787	0.3559	0.3559	0.3559	|	0.1184	0.2563	0.2563	0.2563	|  Best result at epoch 75
128	0.0674	8.0091	|	0.1914	0.3757	0.3757	0.3757	|	0.1303	0.2662	0.2662	0.2662	|  Best result at epoch 75
129	0.0641	7.6210	|	0.2220	0.3927	0.3927	0.3927	|	0.1413	0.2732	0.2732	0.2732	|  Best result at epoch 75
