epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
28	2.5481	4.0793	|	0.0154	0.1675	0.1675	0.1675	|	0.0146	0.1482	0.1482	0.1482	|  Best result at epoch 20
29	2.5531	3.9537	|	0.0159	0.1748	0.1748	0.1748	|	0.0125	0.1418	0.1418	0.1418	|  Best result at epoch 20
30	2.5478	4.0199	|	0.0175	0.1689	0.1689	0.1689	|	0.0146	0.1519	0.1519	0.1519	|  Best result at epoch 20
31	2.5384	4.0397	|	0.0165	0.1684	0.1684	0.1684	|	0.0144	0.1459	0.1459	0.1459	|  Best result at epoch 20
32	2.5324	4.0897	|	0.0157	0.1753	0.1753	0.1753	|	0.0139	0.1514	0.1514	0.1514	|  Best result at epoch 20
33	2.5412	4.1010	|	0.0165	0.1712	0.1712	0.1712	|	0.0140	0.1446	0.1446	0.1446	|  Best result at epoch 20
34	2.5392	4.0156	|	0.0164	0.1625	0.1625	0.1625	|	0.0128	0.1505	0.1505	0.1505	|  Best result at epoch 20
35	2.5399	4.1285	|	0.0165	0.1620	0.1620	0.1620	|	0.0145	0.1537	0.1537	0.1537	|  Best result at epoch 20
36	2.5305	4.2537	|	0.0158	0.1666	0.1666	0.1666	|	0.0152	0.1546	0.1546	0.1546	|  Best result at epoch 20
37	2.5369	4.0654	|	0.0160	0.1712	0.1712	0.1712	|	0.0139	0.1441	0.1441	0.1441	|  Best result at epoch 20
38	2.5459	4.1679	|	0.0154	0.1584	0.1584	0.1584	|	0.0149	0.1519	0.1519	0.1519	|  Best result at epoch 20
39	2.5403	4.1254	|	0.0159	0.1538	0.1538	0.1538	|	0.0157	0.1578	0.1578	0.1578	|  Best result at epoch 20
40	2.5252	3.9909	|	0.0167	0.1597	0.1597	0.1597	|	0.0149	0.1532	0.1532	0.1532	|  Best result at epoch 20
41	2.5258	4.0893	|	0.0160	0.1451	0.1451	0.1451	|	0.0151	0.1537	0.1537	0.1537	|  Best result at epoch 20
42	2.5276	4.0299	|	0.0164	0.1616	0.1616	0.1616	|	0.0151	0.1569	0.1569	0.1569	|  Best result at epoch 20
43	2.5247	4.1684	|	0.0179	0.1670	0.1670	0.1670	|	0.0164	0.1555	0.1555	0.1555	|  Best result at epoch 20
44	2.5186	4.0096	|	0.0166	0.1501	0.1501	0.1501	|	0.0155	0.1560	0.1560	0.1560	|  Best result at epoch 20
45	2.5178	4.2201	|	0.0173	0.1634	0.1634	0.1634	|	0.0160	0.1532	0.1532	0.1532	|  Best result at epoch 20
46	2.5344	4.0892	|	0.0173	0.1698	0.1698	0.1698	|	0.0142	0.1436	0.1436	0.1436	|  Best result at epoch 20
47	2.5144	4.1043	|	0.0119	0.1318	0.1318	0.1318	|	0.0125	0.1441	0.1441	0.1441	|  Best result at epoch 20
48	2.5145	4.1568	|	0.0160	0.1725	0.1725	0.1725	|	0.0150	0.1491	0.1491	0.1491	|  Best result at epoch 20
49	2.5225	4.1077	|	0.0166	0.1579	0.1579	0.1579	|	0.0141	0.1505	0.1505	0.1505	|  Best result at epoch 20
50	2.5151	4.0700	|	0.0159	0.1616	0.1616	0.1616	|	0.0139	0.1505	0.1505	0.1505	|  Best result at epoch 20
51	2.5109	4.1272	|	0.0158	0.1538	0.1538	0.1538	|	0.0158	0.1560	0.1560	0.1560	|  Best result at epoch 20
52	2.5113	4.0849	|	0.0153	0.1497	0.1497	0.1497	|	0.0158	0.1592	0.1592	0.1592	|  Best result at epoch 20
53	2.5042	4.2002	|	0.0163	0.1712	0.1712	0.1712	|	0.0158	0.1565	0.1565	0.1565	|  Best result at epoch 20
54	2.5145	4.1552	|	0.0162	0.1620	0.1620	0.1620	|	0.0149	0.1487	0.1487	0.1487	|  Best result at epoch 20
55	2.5191	4.2822	|	0.0169	0.1721	0.1721	0.1721	|	0.0159	0.1551	0.1551	0.1551	|  Best result at epoch 20
56	2.5028	4.0558	|	0.0154	0.1547	0.1547	0.1547	|	0.0144	0.1500	0.1500	0.1500	|  Best result at epoch 20
57	2.5034	4.3214	|	0.0164	0.1693	0.1693	0.1693	|	0.0149	0.1473	0.1473	0.1473	|  Best result at epoch 20
58	2.5067	4.1276	|	0.0161	0.1657	0.1657	0.1657	|	0.0148	0.1491	0.1491	0.1491	|  Best result at epoch 20
59	2.5078	4.2587	|	0.0155	0.1648	0.1648	0.1648	|	0.0152	0.1505	0.1505	0.1505	|  Best result at epoch 20
60	2.5182	4.3646	|	0.0166	0.1689	0.1689	0.1689	|	0.0157	0.1482	0.1482	0.1482	|  Best result at epoch 20
61	2.5123	4.1557	|	0.0159	0.1670	0.1670	0.1670	|	0.0145	0.1496	0.1496	0.1496	|  Best result at epoch 20
62	2.5085	4.2779	|	0.0169	0.1675	0.1675	0.1675	|	0.0148	0.1478	0.1478	0.1478	|  Best result at epoch 20
63	2.5006	4.1869	|	0.0180	0.1680	0.1680	0.1680	|	0.0153	0.1482	0.1482	0.1482	|  Best result at epoch 20
64	2.5006	4.1053	|	0.0161	0.1574	0.1574	0.1574	|	0.0150	0.1468	0.1468	0.1468	|  Best result at epoch 20
65	2.5081	4.1304	|	0.0161	0.1597	0.1597	0.1597	|	0.0151	0.1537	0.1537	0.1537	|  Best result at epoch 20
66	2.5096	4.4309	|	0.0166	0.1529	0.1529	0.1529	|	0.0151	0.1468	0.1468	0.1468	|  Best result at epoch 20
67	2.5005	4.2065	|	0.0153	0.1533	0.1533	0.1533	|	0.0150	0.1473	0.1473	0.1473	|  Best result at epoch 20
68	2.5021	4.2828	|	0.0167	0.1684	0.1684	0.1684	|	0.0147	0.1455	0.1455	0.1455	|  Best result at epoch 20
69	2.5096	4.2193	|	0.0145	0.1432	0.1432	0.1432	|	0.0156	0.1574	0.1574	0.1574	|  Best result at epoch 20
70	2.5123	4.2829	|	0.0159	0.1570	0.1570	0.1570	|	0.0151	0.1473	0.1473	0.1473	|  Best result at epoch 20
71	2.5068	4.2669	|	0.0159	0.1538	0.1538	0.1538	|	0.0141	0.1450	0.1450	0.1450	|  Best result at epoch 20
72	2.5083	4.1816	|	0.0167	0.1570	0.1570	0.1570	|	0.0139	0.1496	0.1496	0.1496	|  Best result at epoch 20
73	2.5101	4.2524	|	0.0159	0.1648	0.1648	0.1648	|	0.0147	0.1519	0.1519	0.1519	|  Best result at epoch 20
74	2.5106	4.3722	|	0.0163	0.1657	0.1657	0.1657	|	0.0160	0.1537	0.1537	0.1537	|  Best result at epoch 20
75	2.5048	4.3601	|	0.0162	0.1584	0.1584	0.1584	|	0.0168	0.1583	0.1583	0.1583	|  Best result at epoch 20
76	2.5074	4.1702	|	0.0160	0.1510	0.1510	0.1510	|	0.0144	0.1491	0.1491	0.1491	|  Best result at epoch 20
77	2.5100	4.0614	|	0.0152	0.1460	0.1460	0.1460	|	0.0127	0.1436	0.1436	0.1436	|  Best result at epoch 20
78	2.5039	4.2587	|	0.0165	0.1703	0.1703	0.1703	|	0.0132	0.1423	0.1423	0.1423	|  Best result at epoch 20
79	2.5038	4.2740	|	0.0163	0.1675	0.1675	0.1675	|	0.0143	0.1473	0.1473	0.1473	|  Best result at epoch 20
80	2.5107	4.2983	|	0.0164	0.1680	0.1680	0.1680	|	0.0155	0.1546	0.1546	0.1546	|  Best result at epoch 20
81	2.4941	4.3119	|	0.0168	0.1680	0.1680	0.1680	|	0.0145	0.1432	0.1432	0.1432	|  Best result at epoch 20
82	2.4922	4.2042	|	0.0158	0.1661	0.1661	0.1661	|	0.0143	0.1487	0.1487	0.1487	|  Best result at epoch 20
83	2.5136	4.2062	|	0.0138	0.1332	0.1332	0.1332	|	0.0133	0.1446	0.1446	0.1446	|  Best result at epoch 20
84	2.5017	4.4007	|	0.0173	0.1579	0.1579	0.1579	|	0.0158	0.1496	0.1496	0.1496	|  Best result at epoch 20
85	2.5070	4.1179	|	0.0160	0.1629	0.1629	0.1629	|	0.0142	0.1450	0.1450	0.1450	|  Best result at epoch 20
86	2.5030	4.2284	|	0.0165	0.1666	0.1666	0.1666	|	0.0146	0.1496	0.1496	0.1496	|  Best result at epoch 20
87	2.5163	4.3266	|	0.0158	0.1689	0.1689	0.1689	|	0.0142	0.1432	0.1432	0.1432	|  Best result at epoch 20
88	2.5104	4.1850	|	0.0152	0.1542	0.1542	0.1542	|	0.0133	0.1441	0.1441	0.1441	|  Best result at epoch 20
89	2.5079	4.2773	|	0.0155	0.1510	0.1510	0.1510	|	0.0162	0.1560	0.1560	0.1560	|  Best result at epoch 20
90	2.5107	4.2568	|	0.0159	0.1533	0.1533	0.1533	|	0.0146	0.1464	0.1464	0.1464	|  Best result at epoch 20
91	2.5044	4.2109	|	0.0157	0.1744	0.1744	0.1744	|	0.0136	0.1414	0.1414	0.1414	|  Best result at epoch 20
92	2.5083	4.4151	|	0.0182	0.1638	0.1638	0.1638	|	0.0157	0.1446	0.1446	0.1446	|  Best result at epoch 20
93	2.5144	4.2420	|	0.0150	0.1515	0.1515	0.1515	|	0.0151	0.1478	0.1478	0.1478	|  Best result at epoch 20
94	2.5054	4.0946	|	0.0152	0.1561	0.1561	0.1561	|	0.0137	0.1418	0.1418	0.1418	|  Best result at epoch 20
95	2.5003	4.2147	|	0.0164	0.1574	0.1574	0.1574	|	0.0141	0.1478	0.1478	0.1478	|  Best result at epoch 20
96	2.5059	4.2686	|	0.0155	0.1497	0.1497	0.1497	|	0.0142	0.1450	0.1450	0.1450	|  Best result at epoch 20
97	2.5056	4.2971	|	0.0170	0.1725	0.1725	0.1725	|	0.0141	0.1487	0.1487	0.1487	|  Best result at epoch 20
98	2.5102	4.3217	|	0.0153	0.1634	0.1634	0.1634	|	0.0139	0.1436	0.1436	0.1436	|  Best result at epoch 20
99	2.5255	4.2826	|	0.0171	0.1730	0.1730	0.1730	|	0.0148	0.1473	0.1473	0.1473	|  Best result at epoch 20
100	2.5055	4.4886	|	0.0180	0.1625	0.1625	0.1625	|	0.0153	0.1418	0.1418	0.1418	|  Best result at epoch 20
101	2.5072	4.1326	|	0.0158	0.1570	0.1570	0.1570	|	0.0141	0.1446	0.1446	0.1446	|  Best result at epoch 20
102	2.5123	4.2778	|	0.0164	0.1666	0.1666	0.1666	|	0.0138	0.1450	0.1450	0.1450	|  Best result at epoch 20
103	2.5190	4.1422	|	0.0156	0.1584	0.1584	0.1584	|	0.0143	0.1450	0.1450	0.1450	|  Best result at epoch 20
104	2.5014	4.3211	|	0.0167	0.1680	0.1680	0.1680	|	0.0148	0.1478	0.1478	0.1478	|  Best result at epoch 20
105	2.5169	4.3424	|	0.0162	0.1597	0.1597	0.1597	|	0.0138	0.1414	0.1414	0.1414	|  Best result at epoch 20
106	2.5126	4.2591	|	0.0159	0.1625	0.1625	0.1625	|	0.0135	0.1400	0.1400	0.1400	|  Best result at epoch 20
107	2.5105	4.2673	|	0.0162	0.1574	0.1574	0.1574	|	0.0149	0.1441	0.1441	0.1441	|  Best result at epoch 20
108	2.5103	4.3038	|	0.0151	0.1561	0.1561	0.1561	|	0.0137	0.1423	0.1423	0.1423	|  Best result at epoch 20
109	2.5275	4.4487	|	0.0166	0.1675	0.1675	0.1675	|	0.0152	0.1491	0.1491	0.1491	|  Best result at epoch 20
110	2.5090	4.2801	|	0.0151	0.1483	0.1483	0.1483	|	0.0140	0.1455	0.1455	0.1455	|  Best result at epoch 20
111	2.5105	4.1691	|	0.0152	0.1515	0.1515	0.1515	|	0.0142	0.1468	0.1468	0.1468	|  Best result at epoch 20
112	2.5161	4.2162	|	0.0158	0.1616	0.1616	0.1616	|	0.0120	0.1345	0.1345	0.1345	|  Best result at epoch 20
113	2.5100	4.3000	|	0.0167	0.1661	0.1661	0.1661	|	0.0144	0.1455	0.1455	0.1455	|  Best result at epoch 20
114	2.5098	4.1208	|	0.0160	0.1611	0.1611	0.1611	|	0.0128	0.1400	0.1400	0.1400	|  Best result at epoch 20
115	2.5076	4.2671	|	0.0163	0.1501	0.1501	0.1501	|	0.0138	0.1423	0.1423	0.1423	|  Best result at epoch 20
116	2.4963	4.3051	|	0.0167	0.1693	0.1693	0.1693	|	0.0151	0.1478	0.1478	0.1478	|  Best result at epoch 20
117	2.5001	4.4319	|	0.0155	0.1625	0.1625	0.1625	|	0.0139	0.1382	0.1382	0.1382	|  Best result at epoch 20
118	2.5014	4.2781	|	0.0159	0.1693	0.1693	0.1693	|	0.0141	0.1478	0.1478	0.1478	|  Best result at epoch 20
119	2.5056	4.3754	|	0.0154	0.1680	0.1680	0.1680	|	0.0145	0.1487	0.1487	0.1487	|  Best result at epoch 20
