epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
65	0.3302	5.1730	|	0.0912	0.4921	0.4921	0.4921	|	0.0789	0.3982	0.3982	0.3982	|  Best result at epoch 4
66	0.3037	5.4411	|	0.0867	0.4857	0.4857	0.4857	|	0.0784	0.4023	0.4023	0.4023	|  Best result at epoch 4
67	0.3401	4.9934	|	0.0881	0.4685	0.4685	0.4685	|	0.0790	0.3846	0.3846	0.3846	|  Best result at epoch 4
68	0.3185	5.1784	|	0.0920	0.4780	0.4780	0.4780	|	0.0774	0.3905	0.3905	0.3905	|  Best result at epoch 4
69	0.3079	5.1383	|	0.0899	0.4530	0.4530	0.4530	|	0.0772	0.3800	0.3800	0.3800	|  Best result at epoch 4
70	0.3032	5.3648	|	0.0911	0.4775	0.4775	0.4775	|	0.0836	0.4113	0.4113	0.4113	|  Best result at epoch 4
71	0.3192	5.3855	|	0.0877	0.4644	0.4644	0.4644	|	0.0739	0.3923	0.3923	0.3923	|  Best result at epoch 4
72	0.3312	5.4470	|	0.0895	0.4544	0.4544	0.4544	|	0.0727	0.3837	0.3837	0.3837	|  Best result at epoch 4
73	0.3294	5.1239	|	0.0941	0.4780	0.4780	0.4780	|	0.0761	0.4000	0.4000	0.4000	|  Best result at epoch 4
74	0.3250	5.3530	|	0.0930	0.4857	0.4857	0.4857	|	0.0760	0.4059	0.4059	0.4059	|  Best result at epoch 4
75	0.3659	5.3899	|	0.0909	0.4734	0.4734	0.4734	|	0.0763	0.4000	0.4000	0.4000	|  Best result at epoch 4
76	0.3292	5.2474	|	0.0916	0.4621	0.4621	0.4621	|	0.0726	0.3810	0.3810	0.3810	|  Best result at epoch 4
77	0.3486	5.1150	|	0.0835	0.4385	0.4385	0.4385	|	0.0714	0.3741	0.3741	0.3741	|  Best result at epoch 4
78	0.3477	5.3889	|	0.0887	0.4816	0.4816	0.4816	|	0.0813	0.4050	0.4050	0.4050	|  Best result at epoch 4
79	0.3814	5.2982	|	0.0859	0.4730	0.4730	0.4730	|	0.0738	0.3955	0.3955	0.3955	|  Best result at epoch 4
80	0.3694	5.4575	|	0.0856	0.4916	0.4916	0.4916	|	0.0739	0.4086	0.4086	0.4086	|  Best result at epoch 4
81	0.3741	5.2382	|	0.0873	0.4635	0.4635	0.4635	|	0.0790	0.3946	0.3946	0.3946	|  Best result at epoch 4
82	0.3697	5.3158	|	0.0875	0.4775	0.4775	0.4775	|	0.0788	0.4005	0.4005	0.4005	|  Best result at epoch 4
83	0.3689	5.2848	|	0.0904	0.4739	0.4739	0.4739	|	0.0745	0.3896	0.3896	0.3896	|  Best result at epoch 4
84	0.3720	5.1854	|	0.0883	0.4621	0.4621	0.4621	|	0.0704	0.3782	0.3782	0.3782	|  Best result at epoch 4
85	0.3722	5.2979	|	0.0879	0.4757	0.4757	0.4757	|	0.0735	0.3900	0.3900	0.3900	|  Best result at epoch 4
86	0.3965	5.2216	|	0.0905	0.4585	0.4585	0.4585	|	0.0721	0.3732	0.3732	0.3732	|  Best result at epoch 4
87	0.3495	5.2918	|	0.0906	0.4580	0.4580	0.4580	|	0.0719	0.3914	0.3914	0.3914	|  Best result at epoch 4
88	0.3744	5.4581	|	0.0841	0.4712	0.4712	0.4712	|	0.0768	0.4000	0.4000	0.4000	|  Best result at epoch 4
89	0.3659	5.3849	|	0.0856	0.4607	0.4607	0.4607	|	0.0746	0.3941	0.3941	0.3941	|  Best result at epoch 4
90	0.3839	5.3963	|	0.0956	0.4798	0.4798	0.4798	|	0.0749	0.3918	0.3918	0.3918	|  Best result at epoch 4
91	0.3917	5.4086	|	0.0856	0.4730	0.4730	0.4730	|	0.0696	0.3959	0.3959	0.3959	|  Best result at epoch 4
92	0.3877	5.5938	|	0.0906	0.4744	0.4744	0.4744	|	0.0624	0.3855	0.3855	0.3855	|  Best result at epoch 4
93	0.4054	5.5065	|	0.0902	0.4703	0.4703	0.4703	|	0.0689	0.3850	0.3850	0.3850	|  Best result at epoch 4
94	0.3915	5.3362	|	0.0947	0.4698	0.4698	0.4698	|	0.0696	0.3823	0.3823	0.3823	|  Best result at epoch 4
95	0.3734	5.4725	|	0.0936	0.4621	0.4621	0.4621	|	0.0743	0.3923	0.3923	0.3923	|  Best result at epoch 4
96	0.3805	5.6888	|	0.0876	0.4498	0.4498	0.4498	|	0.0710	0.3909	0.3909	0.3909	|  Best result at epoch 4
97	0.3976	5.7995	|	0.0846	0.4435	0.4435	0.4435	|	0.0672	0.3882	0.3882	0.3882	|  Best result at epoch 4
98	0.4351	5.5090	|	0.0860	0.4489	0.4489	0.4489	|	0.0724	0.3927	0.3927	0.3927	|  Best result at epoch 4
99	0.4138	5.3997	|	0.0943	0.4626	0.4626	0.4626	|	0.0794	0.3918	0.3918	0.3918	|  Best result at epoch 4
100	0.4408	5.4874	|	0.0858	0.4607	0.4607	0.4607	|	0.0803	0.3977	0.3977	0.3977	|  Best result at epoch 4
101	0.4040	5.3980	|	0.0906	0.4721	0.4721	0.4721	|	0.0740	0.3959	0.3959	0.3959	|  Best result at epoch 4
102	0.4359	5.3093	|	0.0948	0.4607	0.4607	0.4607	|	0.0704	0.3796	0.3796	0.3796	|  Best result at epoch 4
103	0.3968	5.4482	|	0.0947	0.4793	0.4793	0.4793	|	0.0722	0.3905	0.3905	0.3905	|  Best result at epoch 4
104	0.4258	5.5581	|	0.0867	0.4721	0.4721	0.4721	|	0.0732	0.3905	0.3905	0.3905	|  Best result at epoch 4
105	0.4744	5.2532	|	0.0934	0.4662	0.4662	0.4662	|	0.0719	0.3868	0.3868	0.3868	|  Best result at epoch 4
106	0.4190	5.4928	|	0.0906	0.4712	0.4712	0.4712	|	0.0691	0.3914	0.3914	0.3914	|  Best result at epoch 4
107	0.4555	5.4349	|	0.0879	0.4698	0.4698	0.4698	|	0.0744	0.3927	0.3927	0.3927	|  Best result at epoch 4
108	0.4701	5.4993	|	0.0898	0.4739	0.4739	0.4739	|	0.0679	0.3896	0.3896	0.3896	|  Best result at epoch 4
