epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
32	0.7336	4.1838	|	0.0832	0.4703	0.4703	0.4703	|	0.0725	0.3986	0.3986	0.3986	|  Best result at epoch 9
33	0.6979	4.2431	|	0.0771	0.4517	0.4517	0.4517	|	0.0658	0.3805	0.3805	0.3805	|  Best result at epoch 9
34	0.7219	4.3823	|	0.0727	0.4022	0.4022	0.4022	|	0.0661	0.3660	0.3660	0.3660	|  Best result at epoch 9
35	0.7099	4.2268	|	0.0810	0.4998	0.4998	0.4998	|	0.0681	0.4027	0.4027	0.4027	|  Best result at epoch 9
36	0.7144	4.3123	|	0.0784	0.4644	0.4644	0.4644	|	0.0666	0.3959	0.3959	0.3959	|  Best result at epoch 9
37	0.6957	4.4111	|	0.0803	0.4744	0.4744	0.4744	|	0.0659	0.4036	0.4036	0.4036	|  Best result at epoch 9
38	0.6903	4.4616	|	0.0780	0.4512	0.4512	0.4512	|	0.0672	0.3837	0.3837	0.3837	|  Best result at epoch 9
39	0.6812	4.4715	|	0.0809	0.4834	0.4834	0.4834	|	0.0672	0.4100	0.4100	0.4100	|  Best result at epoch 9
40	0.7109	4.5117	|	0.0777	0.4771	0.4771	0.4771	|	0.0667	0.4032	0.4032	0.4032	|  Best result at epoch 9
41	0.6956	4.3896	|	0.0786	0.4240	0.4240	0.4240	|	0.0690	0.3633	0.3633	0.3633	|  Best result at epoch 9
42	0.6972	4.6114	|	0.0782	0.4780	0.4780	0.4780	|	0.0697	0.4100	0.4100	0.4100	|  Best result at epoch 9
43	0.7078	4.6401	|	0.0759	0.4766	0.4766	0.4766	|	0.0655	0.4027	0.4027	0.4027	|  Best result at epoch 9
44	0.7004	4.3756	|	0.0788	0.4371	0.4371	0.4371	|	0.0665	0.3787	0.3787	0.3787	|  Best result at epoch 9
45	0.7006	4.5005	|	0.0762	0.4412	0.4412	0.4412	|	0.0634	0.3746	0.3746	0.3746	|  Best result at epoch 9
46	0.6925	4.6035	|	0.0755	0.4562	0.4562	0.4562	|	0.0646	0.3955	0.3955	0.3955	|  Best result at epoch 9
47	0.6771	4.3139	|	0.0722	0.4031	0.4031	0.4031	|	0.0648	0.3628	0.3628	0.3628	|  Best result at epoch 9
48	0.6695	4.5354	|	0.0769	0.4444	0.4444	0.4444	|	0.0674	0.3796	0.3796	0.3796	|  Best result at epoch 9
49	0.6472	4.6583	|	0.0763	0.4689	0.4689	0.4689	|	0.0663	0.3964	0.3964	0.3964	|  Best result at epoch 9
50	0.6697	4.5543	|	0.0810	0.4435	0.4435	0.4435	|	0.0658	0.3814	0.3814	0.3814	|  Best result at epoch 9
51	0.6806	4.4961	|	0.0799	0.4426	0.4426	0.4426	|	0.0641	0.3655	0.3655	0.3655	|  Best result at epoch 9
52	0.6631	4.6692	|	0.0764	0.4530	0.4530	0.4530	|	0.0662	0.3914	0.3914	0.3914	|  Best result at epoch 9
53	0.6918	4.6592	|	0.0802	0.4512	0.4512	0.4512	|	0.0634	0.3687	0.3687	0.3687	|  Best result at epoch 9
54	0.7087	4.8013	|	0.0748	0.4067	0.4067	0.4067	|	0.0633	0.3542	0.3542	0.3542	|  Best result at epoch 9
55	0.6930	4.5849	|	0.0789	0.4376	0.4376	0.4376	|	0.0655	0.3723	0.3723	0.3723	|  Best result at epoch 9
56	0.7348	4.5925	|	0.0765	0.4004	0.4004	0.4004	|	0.0647	0.3474	0.3474	0.3474	|  Best result at epoch 9
57	0.6890	4.5120	|	0.0779	0.4312	0.4312	0.4312	|	0.0633	0.3669	0.3669	0.3669	|  Best result at epoch 9
58	0.6807	4.7220	|	0.0766	0.4421	0.4421	0.4421	|	0.0691	0.3828	0.3828	0.3828	|  Best result at epoch 9
59	0.6844	4.9772	|	0.0717	0.4226	0.4226	0.4226	|	0.0623	0.3764	0.3764	0.3764	|  Best result at epoch 9
60	0.7114	4.5161	|	0.0783	0.4249	0.4249	0.4249	|	0.0648	0.3701	0.3701	0.3701	|  Best result at epoch 9
61	0.6583	4.7706	|	0.0767	0.4503	0.4503	0.4503	|	0.0667	0.3796	0.3796	0.3796	|  Best result at epoch 9
62	0.6857	4.7319	|	0.0732	0.4122	0.4122	0.4122	|	0.0626	0.3524	0.3524	0.3524	|  Best result at epoch 9
63	0.7142	4.9409	|	0.0719	0.4231	0.4231	0.4231	|	0.0609	0.3615	0.3615	0.3615	|  Best result at epoch 9
64	0.6897	4.7439	|	0.0772	0.4076	0.4076	0.4076	|	0.0680	0.3619	0.3619	0.3619	|  Best result at epoch 9
65	0.6832	5.1396	|	0.0747	0.4271	0.4271	0.4271	|	0.0647	0.3814	0.3814	0.3814	|  Best result at epoch 9
66	0.6888	4.8961	|	0.0782	0.4076	0.4076	0.4076	|	0.0661	0.3678	0.3678	0.3678	|  Best result at epoch 9
67	0.6945	4.8541	|	0.0750	0.4567	0.4567	0.4567	|	0.0673	0.3995	0.3995	0.3995	|  Best result at epoch 9
68	0.6944	4.7646	|	0.0766	0.4453	0.4453	0.4453	|	0.0683	0.3796	0.3796	0.3796	|  Best result at epoch 9
69	0.7092	4.8896	|	0.0770	0.4185	0.4185	0.4185	|	0.0683	0.3615	0.3615	0.3615	|  Best result at epoch 9
70	0.6987	4.7526	|	0.0783	0.4385	0.4385	0.4385	|	0.0656	0.3746	0.3746	0.3746	|  Best result at epoch 9
71	0.6781	4.8615	|	0.0783	0.4562	0.4562	0.4562	|	0.0636	0.3864	0.3864	0.3864	|  Best result at epoch 9
72	0.7059	4.7951	|	0.0796	0.4358	0.4358	0.4358	|	0.0660	0.3723	0.3723	0.3723	|  Best result at epoch 9
73	0.6994	4.7550	|	0.0795	0.4521	0.4521	0.4521	|	0.0669	0.3828	0.3828	0.3828	|  Best result at epoch 9
74	0.7001	4.6778	|	0.0781	0.4430	0.4430	0.4430	|	0.0663	0.3773	0.3773	0.3773	|  Best result at epoch 9
75	0.7170	4.9505	|	0.0819	0.4793	0.4793	0.4793	|	0.0709	0.4104	0.4104	0.4104	|  Best result at epoch 9
76	0.7219	4.7230	|	0.0754	0.4240	0.4240	0.4240	|	0.0656	0.3687	0.3687	0.3687	|  Best result at epoch 9
77	0.7215	4.7029	|	0.0775	0.4512	0.4512	0.4512	|	0.0683	0.3800	0.3800	0.3800	|  Best result at epoch 9
78	0.6973	4.6729	|	0.0724	0.4172	0.4172	0.4172	|	0.0650	0.3605	0.3605	0.3605	|  Best result at epoch 9
79	0.6994	4.9297	|	0.0752	0.4231	0.4231	0.4231	|	0.0597	0.3637	0.3637	0.3637	|  Best result at epoch 9
80	0.7330	4.8746	|	0.0736	0.4367	0.4367	0.4367	|	0.0663	0.3755	0.3755	0.3755	|  Best result at epoch 9
81	0.7038	4.9536	|	0.0793	0.4716	0.4716	0.4716	|	0.0667	0.3959	0.3959	0.3959	|  Best result at epoch 9
82	0.7129	4.9533	|	0.0667	0.4040	0.4040	0.4040	|	0.0629	0.3587	0.3587	0.3587	|  Best result at epoch 9
83	0.7294	4.9364	|	0.0721	0.4144	0.4144	0.4144	|	0.0628	0.3601	0.3601	0.3601	|  Best result at epoch 9
84	0.7146	4.9706	|	0.0735	0.4485	0.4485	0.4485	|	0.0624	0.3800	0.3800	0.3800	|  Best result at epoch 9
85	0.7192	4.8517	|	0.0760	0.4458	0.4458	0.4458	|	0.0670	0.3823	0.3823	0.3823	|  Best result at epoch 9
86	0.7193	4.8899	|	0.0717	0.4290	0.4290	0.4290	|	0.0643	0.3696	0.3696	0.3696	|  Best result at epoch 9
87	0.7349	4.9833	|	0.0718	0.4249	0.4249	0.4249	|	0.0660	0.3823	0.3823	0.3823	|  Best result at epoch 9
88	0.7141	5.0749	|	0.0715	0.4253	0.4253	0.4253	|	0.0646	0.3755	0.3755	0.3755	|  Best result at epoch 9
89	0.7074	5.0189	|	0.0721	0.4426	0.4426	0.4426	|	0.0649	0.3814	0.3814	0.3814	|  Best result at epoch 9
90	0.7233	4.9052	|	0.0740	0.4258	0.4258	0.4258	|	0.0643	0.3755	0.3755	0.3755	|  Best result at epoch 9
91	0.7241	5.0962	|	0.0722	0.4090	0.4090	0.4090	|	0.0621	0.3596	0.3596	0.3596	|  Best result at epoch 9
92	0.7312	4.7210	|	0.0752	0.4253	0.4253	0.4253	|	0.0648	0.3683	0.3683	0.3683	|  Best result at epoch 9
93	0.7395	5.0111	|	0.0764	0.4371	0.4371	0.4371	|	0.0671	0.3950	0.3950	0.3950	|  Best result at epoch 9
94	0.7200	4.8130	|	0.0764	0.4353	0.4353	0.4353	|	0.0657	0.3791	0.3791	0.3791	|  Best result at epoch 9
95	0.7343	4.8547	|	0.0779	0.4326	0.4326	0.4326	|	0.0630	0.3683	0.3683	0.3683	|  Best result at epoch 9
96	0.7369	5.0147	|	0.0730	0.4072	0.4072	0.4072	|	0.0663	0.3624	0.3624	0.3624	|  Best result at epoch 9
97	0.7810	4.8378	|	0.0766	0.4444	0.4444	0.4444	|	0.0675	0.3823	0.3823	0.3823	|  Best result at epoch 9
98	0.7889	4.9570	|	0.0752	0.4498	0.4498	0.4498	|	0.0655	0.3864	0.3864	0.3864	|  Best result at epoch 9
99	0.7614	4.6723	|	0.0711	0.3872	0.3872	0.3872	|	0.0651	0.3420	0.3420	0.3420	|  Best result at epoch 9
100	0.7753	4.7542	|	0.0718	0.4008	0.4008	0.4008	|	0.0668	0.3451	0.3451	0.3451	|  Best result at epoch 9
101	0.7623	4.8922	|	0.0739	0.4380	0.4380	0.4380	|	0.0648	0.3819	0.3819	0.3819	|  Best result at epoch 9
102	0.7896	4.9194	|	0.0763	0.4317	0.4317	0.4317	|	0.0635	0.3710	0.3710	0.3710	|  Best result at epoch 9
103	0.7760	4.7875	|	0.0739	0.4117	0.4117	0.4117	|	0.0623	0.3528	0.3528	0.3528	|  Best result at epoch 9
104	0.7874	4.9057	|	0.0756	0.4317	0.4317	0.4317	|	0.0638	0.3787	0.3787	0.3787	|  Best result at epoch 9
105	0.7564	4.7975	|	0.0752	0.4131	0.4131	0.4131	|	0.0627	0.3574	0.3574	0.3574	|  Best result at epoch 9
106	0.7672	4.8542	|	0.0772	0.4421	0.4421	0.4421	|	0.0649	0.3751	0.3751	0.3751	|  Best result at epoch 9
107	0.8431	4.7883	|	0.0748	0.4281	0.4281	0.4281	|	0.0655	0.3814	0.3814	0.3814	|  Best result at epoch 9
108	0.7892	4.8759	|	0.0764	0.4394	0.4394	0.4394	|	0.0621	0.3678	0.3678	0.3678	|  Best result at epoch 9
109	0.8099	4.8429	|	0.0760	0.4022	0.4022	0.4022	|	0.0638	0.3578	0.3578	0.3578	|  Best result at epoch 9
110	0.8007	5.0297	|	0.0736	0.4181	0.4181	0.4181	|	0.0627	0.3637	0.3637	0.3637	|  Best result at epoch 9
111	0.8055	4.8547	|	0.0727	0.4199	0.4199	0.4199	|	0.0609	0.3560	0.3560	0.3560	|  Best result at epoch 9
112	0.7988	5.0047	|	0.0749	0.4371	0.4371	0.4371	|	0.0620	0.3746	0.3746	0.3746	|  Best result at epoch 9
113	0.7838	4.7289	|	0.0719	0.4113	0.4113	0.4113	|	0.0629	0.3497	0.3497	0.3497	|  Best result at epoch 9
