epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
16	0.6685	3.1323	|	0.1699	0.3644	0.3644	0.3644	|	0.1210	0.2479	0.2479	0.2479	|  Best result at epoch 12
17	0.6397	3.9659	|	0.1680	0.3715	0.3715	0.3715	|	0.1210	0.2592	0.2592	0.2592	|  Best result at epoch 12
18	0.5814	4.1557	|	0.1679	0.3503	0.3503	0.3503	|	0.1224	0.2606	0.2606	0.2606	|  Best result at epoch 18
19	0.5239	3.8698	|	0.1471	0.3319	0.3319	0.3319	|	0.1148	0.2380	0.2380	0.2380	|  Best result at epoch 18
20	0.4971	4.4988	|	0.1462	0.3333	0.3333	0.3333	|	0.1086	0.2465	0.2465	0.2465	|  Best result at epoch 18
21	0.5071	4.3167	|	0.1592	0.3644	0.3644	0.3644	|	0.1313	0.2690	0.2690	0.2690	|  Best result at epoch 21
22	0.4643	4.4450	|	0.1799	0.3799	0.3799	0.3799	|	0.1150	0.2606	0.2606	0.2606	|  Best result at epoch 21
23	0.4354	4.8289	|	0.1602	0.3489	0.3489	0.3489	|	0.1047	0.2282	0.2282	0.2282	|  Best result at epoch 21
24	0.3799	5.3234	|	0.1662	0.3446	0.3446	0.3446	|	0.1088	0.2394	0.2394	0.2394	|  Best result at epoch 21
25	0.4084	4.0588	|	0.1625	0.3362	0.3362	0.3362	|	0.1240	0.2408	0.2408	0.2408	|  Best result at epoch 21
26	0.3478	4.8994	|	0.1565	0.3291	0.3291	0.3291	|	0.1154	0.2324	0.2324	0.2324	|  Best result at epoch 21
27	0.3796	4.6125	|	0.1701	0.3531	0.3531	0.3531	|	0.1291	0.2549	0.2549	0.2549	|  Best result at epoch 21
28	0.2962	5.2887	|	0.1640	0.3602	0.3602	0.3602	|	0.1292	0.2662	0.2662	0.2662	|  Best result at epoch 21
29	0.2986	5.3754	|	0.1597	0.3489	0.3489	0.3489	|	0.1085	0.2465	0.2465	0.2465	|  Best result at epoch 21
30	0.3242	5.3513	|	0.1641	0.3602	0.3602	0.3602	|	0.1106	0.2380	0.2380	0.2380	|  Best result at epoch 21
31	0.3312	5.6025	|	0.1749	0.3602	0.3602	0.3602	|	0.1246	0.2592	0.2592	0.2592	|  Best result at epoch 21
32	0.3179	5.4107	|	0.1433	0.3333	0.3333	0.3333	|	0.1085	0.2451	0.2451	0.2451	|  Best result at epoch 21
33	0.2998	5.3437	|	0.1568	0.3347	0.3347	0.3347	|	0.1192	0.2451	0.2451	0.2451	|  Best result at epoch 21
34	0.2747	4.8373	|	0.1697	0.3489	0.3489	0.3489	|	0.1141	0.2254	0.2254	0.2254	|  Best result at epoch 21
35	0.2208	4.7063	|	0.1612	0.3475	0.3475	0.3475	|	0.1635	0.2662	0.2662	0.2662	|  Best result at epoch 21
36	0.2817	5.7624	|	0.1525	0.3418	0.3418	0.3418	|	0.1231	0.2521	0.2521	0.2521	|  Best result at epoch 21
37	0.2269	5.8315	|	0.1732	0.3616	0.3616	0.3616	|	0.1164	0.2423	0.2423	0.2423	|  Best result at epoch 21
38	0.2658	5.0669	|	0.1686	0.3051	0.3051	0.3051	|	0.1228	0.2352	0.2352	0.2352	|  Best result at epoch 21
39	0.2485	6.3996	|	0.1505	0.3362	0.3362	0.3362	|	0.1081	0.2479	0.2479	0.2479	|  Best result at epoch 21
40	0.2303	5.6199	|	0.1586	0.3291	0.3291	0.3291	|	0.1298	0.2310	0.2310	0.2310	|  Best result at epoch 21
41	0.2561	5.6387	|	0.1371	0.3333	0.3333	0.3333	|	0.1092	0.2268	0.2268	0.2268	|  Best result at epoch 21
42	0.2161	5.8030	|	0.1689	0.3432	0.3432	0.3432	|	0.1057	0.2099	0.2099	0.2099	|  Best result at epoch 21
43	0.2178	6.5160	|	0.1496	0.3418	0.3418	0.3418	|	0.0941	0.2366	0.2366	0.2366	|  Best result at epoch 21
44	0.2078	5.8664	|	0.1757	0.3672	0.3672	0.3672	|	0.1150	0.2465	0.2465	0.2465	|  Best result at epoch 21
45	0.1791	5.7877	|	0.1549	0.3376	0.3376	0.3376	|	0.1299	0.2465	0.2465	0.2465	|  Best result at epoch 21
46	0.1853	6.5728	|	0.1605	0.3432	0.3432	0.3432	|	0.1114	0.2423	0.2423	0.2423	|  Best result at epoch 21
47	0.2197	5.3009	|	0.1722	0.3249	0.3249	0.3249	|	0.1308	0.2282	0.2282	0.2282	|  Best result at epoch 21
48	0.1953	5.9648	|	0.1793	0.3559	0.3559	0.3559	|	0.1170	0.2324	0.2324	0.2324	|  Best result at epoch 21
49	0.1728	6.2092	|	0.1788	0.3715	0.3715	0.3715	|	0.1173	0.2493	0.2493	0.2493	|  Best result at epoch 21
50	0.1994	5.7334	|	0.1662	0.3192	0.3192	0.3192	|	0.1385	0.2296	0.2296	0.2296	|  Best result at epoch 21
51	0.1650	6.7467	|	0.1482	0.3291	0.3291	0.3291	|	0.1124	0.2380	0.2380	0.2380	|  Best result at epoch 21
52	0.1827	6.1911	|	0.1583	0.3249	0.3249	0.3249	|	0.1028	0.2197	0.2197	0.2197	|  Best result at epoch 21
53	0.1845	6.0695	|	0.1569	0.3263	0.3263	0.3263	|	0.1117	0.2239	0.2239	0.2239	|  Best result at epoch 21
54	0.1510	6.9827	|	0.1723	0.3602	0.3602	0.3602	|	0.1142	0.2507	0.2507	0.2507	|  Best result at epoch 21
55	0.1713	6.2663	|	0.1818	0.3460	0.3460	0.3460	|	0.1225	0.2437	0.2437	0.2437	|  Best result at epoch 21
56	0.1809	6.1962	|	0.1700	0.3305	0.3305	0.3305	|	0.1376	0.2366	0.2366	0.2366	|  Best result at epoch 21
57	0.1398	6.4932	|	0.1608	0.3277	0.3277	0.3277	|	0.1178	0.2352	0.2352	0.2352	|  Best result at epoch 21
58	0.1493	7.3575	|	0.1469	0.3446	0.3446	0.3446	|	0.1009	0.2352	0.2352	0.2352	|  Best result at epoch 21
59	0.1778	6.5695	|	0.1669	0.3489	0.3489	0.3489	|	0.1310	0.2380	0.2380	0.2380	|  Best result at epoch 21
60	0.1576	6.8500	|	0.1595	0.3418	0.3418	0.3418	|	0.1022	0.2423	0.2423	0.2423	|  Best result at epoch 21
61	0.1447	7.1432	|	0.1599	0.3390	0.3390	0.3390	|	0.1031	0.2296	0.2296	0.2296	|  Best result at epoch 21
62	0.1456	6.8158	|	0.1414	0.3376	0.3376	0.3376	|	0.1084	0.2408	0.2408	0.2408	|  Best result at epoch 21
63	0.1611	6.8024	|	0.1707	0.3404	0.3404	0.3404	|	0.1154	0.2465	0.2465	0.2465	|  Best result at epoch 21
64	0.1551	7.7608	|	0.1548	0.3489	0.3489	0.3489	|	0.1077	0.2465	0.2465	0.2465	|  Best result at epoch 21
65	0.1752	6.7768	|	0.1545	0.3263	0.3263	0.3263	|	0.1071	0.2268	0.2268	0.2268	|  Best result at epoch 21
66	0.1535	6.9343	|	0.1756	0.3517	0.3517	0.3517	|	0.0998	0.2324	0.2324	0.2324	|  Best result at epoch 21
67	0.1316	6.7917	|	0.1696	0.3545	0.3545	0.3545	|	0.1243	0.2465	0.2465	0.2465	|  Best result at epoch 21
68	0.1283	6.9742	|	0.1670	0.3503	0.3503	0.3503	|	0.1149	0.2380	0.2380	0.2380	|  Best result at epoch 21
69	0.1526	6.7470	|	0.1517	0.3362	0.3362	0.3362	|	0.1212	0.2394	0.2394	0.2394	|  Best result at epoch 21
70	0.1714	7.1879	|	0.1410	0.3418	0.3418	0.3418	|	0.0986	0.2394	0.2394	0.2394	|  Best result at epoch 21
71	0.1137	6.5609	|	0.1543	0.3446	0.3446	0.3446	|	0.1299	0.2563	0.2563	0.2563	|  Best result at epoch 21
72	0.1358	6.9424	|	0.1617	0.3644	0.3644	0.3644	|	0.1136	0.2394	0.2394	0.2394	|  Best result at epoch 21
73	0.1581	7.2644	|	0.1641	0.3460	0.3460	0.3460	|	0.0911	0.2394	0.2394	0.2394	|  Best result at epoch 21
74	0.1509	6.8596	|	0.1724	0.3489	0.3489	0.3489	|	0.1150	0.2437	0.2437	0.2437	|  Best result at epoch 21
75	0.1341	7.5296	|	0.1722	0.3588	0.3588	0.3588	|	0.1068	0.2521	0.2521	0.2521	|  Best result at epoch 21
76	0.1454	7.8401	|	0.1555	0.3404	0.3404	0.3404	|	0.0993	0.2324	0.2324	0.2324	|  Best result at epoch 21
77	0.1336	7.2937	|	0.1727	0.3432	0.3432	0.3432	|	0.1076	0.2394	0.2394	0.2394	|  Best result at epoch 21
78	0.1015	7.0696	|	0.1517	0.3347	0.3347	0.3347	|	0.1121	0.2310	0.2310	0.2310	|  Best result at epoch 21
79	0.1257	7.2665	|	0.1628	0.3588	0.3588	0.3588	|	0.1168	0.2521	0.2521	0.2521	|  Best result at epoch 21
80	0.1539	7.3044	|	0.1686	0.3475	0.3475	0.3475	|	0.1168	0.2577	0.2577	0.2577	|  Best result at epoch 21
81	0.1582	6.6881	|	0.1575	0.3404	0.3404	0.3404	|	0.1157	0.2324	0.2324	0.2324	|  Best result at epoch 21
82	0.1174	6.8310	|	0.1460	0.3277	0.3277	0.3277	|	0.1108	0.2197	0.2197	0.2197	|  Best result at epoch 21
83	0.0928	7.3802	|	0.1565	0.3390	0.3390	0.3390	|	0.1063	0.2352	0.2352	0.2352	|  Best result at epoch 21
84	0.1388	6.4438	|	0.1683	0.3362	0.3362	0.3362	|	0.1119	0.2268	0.2268	0.2268	|  Best result at epoch 21
85	0.1191	7.5593	|	0.1552	0.3277	0.3277	0.3277	|	0.1016	0.2296	0.2296	0.2296	|  Best result at epoch 21
86	0.1119	6.5522	|	0.1614	0.3475	0.3475	0.3475	|	0.1225	0.2352	0.2352	0.2352	|  Best result at epoch 21
87	0.1309	7.3352	|	0.1596	0.3475	0.3475	0.3475	|	0.1012	0.2310	0.2310	0.2310	|  Best result at epoch 21
88	0.1175	7.3059	|	0.1646	0.3475	0.3475	0.3475	|	0.1142	0.2465	0.2465	0.2465	|  Best result at epoch 21
89	0.1361	7.0656	|	0.1548	0.3418	0.3418	0.3418	|	0.1142	0.2380	0.2380	0.2380	|  Best result at epoch 21
90	0.0976	8.2760	|	0.1532	0.3319	0.3319	0.3319	|	0.1103	0.2465	0.2465	0.2465	|  Best result at epoch 21
91	0.1299	7.5575	|	0.1673	0.3475	0.3475	0.3475	|	0.1062	0.2352	0.2352	0.2352	|  Best result at epoch 21
92	0.1280	7.4764	|	0.1657	0.3588	0.3588	0.3588	|	0.1082	0.2352	0.2352	0.2352	|  Best result at epoch 21
93	0.1246	7.3330	|	0.1705	0.3432	0.3432	0.3432	|	0.1125	0.2310	0.2310	0.2310	|  Best result at epoch 21
94	0.1299	7.0645	|	0.1584	0.3333	0.3333	0.3333	|	0.1103	0.2225	0.2225	0.2225	|  Best result at epoch 21
95	0.0925	7.5054	|	0.1690	0.3446	0.3446	0.3446	|	0.1114	0.2380	0.2380	0.2380	|  Best result at epoch 21
96	0.1010	7.6465	|	0.1630	0.3545	0.3545	0.3545	|	0.1261	0.2465	0.2465	0.2465	|  Best result at epoch 21
97	0.1146	7.6060	|	0.1515	0.3475	0.3475	0.3475	|	0.1211	0.2423	0.2423	0.2423	|  Best result at epoch 21
98	0.1064	7.1945	|	0.1712	0.3531	0.3531	0.3531	|	0.1261	0.2408	0.2408	0.2408	|  Best result at epoch 21
99	0.0925	7.6684	|	0.1590	0.3404	0.3404	0.3404	|	0.1052	0.2324	0.2324	0.2324	|  Best result at epoch 21
100	0.1048	7.4074	|	0.1600	0.3432	0.3432	0.3432	|	0.1166	0.2268	0.2268	0.2268	|  Best result at epoch 21
101	0.1131	7.3184	|	0.1690	0.3573	0.3573	0.3573	|	0.1108	0.2211	0.2211	0.2211	|  Best result at epoch 21
102	0.0752	7.8320	|	0.1495	0.3475	0.3475	0.3475	|	0.1138	0.2352	0.2352	0.2352	|  Best result at epoch 21
103	0.1589	7.3121	|	0.1570	0.3489	0.3489	0.3489	|	0.1321	0.2437	0.2437	0.2437	|  Best result at epoch 21
104	0.1335	7.4315	|	0.1592	0.3305	0.3305	0.3305	|	0.1331	0.2352	0.2352	0.2352	|  Best result at epoch 21
105	0.0789	7.6250	|	0.1591	0.3305	0.3305	0.3305	|	0.1131	0.2310	0.2310	0.2310	|  Best result at epoch 21
106	0.0877	7.2660	|	0.1677	0.3376	0.3376	0.3376	|	0.1295	0.2324	0.2324	0.2324	|  Best result at epoch 21
107	0.1165	7.5787	|	0.1698	0.3588	0.3588	0.3588	|	0.1201	0.2423	0.2423	0.2423	|  Best result at epoch 21
108	0.1073	7.1873	|	0.1751	0.3545	0.3545	0.3545	|	0.1207	0.2423	0.2423	0.2423	|  Best result at epoch 21
109	0.1180	7.3823	|	0.1869	0.3701	0.3701	0.3701	|	0.1184	0.2507	0.2507	0.2507	|  Best result at epoch 21
110	0.0868	7.1860	|	0.1797	0.3446	0.3446	0.3446	|	0.1252	0.2380	0.2380	0.2380	|  Best result at epoch 21
111	0.0845	7.4108	|	0.1763	0.3503	0.3503	0.3503	|	0.1235	0.2282	0.2282	0.2282	|  Best result at epoch 21
112	0.1001	7.1717	|	0.1851	0.3489	0.3489	0.3489	|	0.1154	0.2225	0.2225	0.2225	|  Best result at epoch 21
113	0.0786	7.4934	|	0.1780	0.3517	0.3517	0.3517	|	0.1228	0.2352	0.2352	0.2352	|  Best result at epoch 21
114	0.1058	7.2206	|	0.1836	0.3559	0.3559	0.3559	|	0.1277	0.2296	0.2296	0.2296	|  Best result at epoch 21
115	0.1066	7.7001	|	0.1625	0.3446	0.3446	0.3446	|	0.1064	0.2211	0.2211	0.2211	|  Best result at epoch 21
116	0.1334	7.4840	|	0.1694	0.3503	0.3503	0.3503	|	0.1063	0.2239	0.2239	0.2239	|  Best result at epoch 21
117	0.0942	7.2291	|	0.1700	0.3390	0.3390	0.3390	|	0.1116	0.2225	0.2225	0.2225	|  Best result at epoch 21
118	0.1081	7.1898	|	0.1853	0.3475	0.3475	0.3475	|	0.1175	0.2239	0.2239	0.2239	|  Best result at epoch 21
119	0.1114	7.3158	|	0.1818	0.3418	0.3418	0.3418	|	0.1181	0.2324	0.2324	0.2324	|  Best result at epoch 21
120	0.1123	7.2604	|	0.1765	0.3489	0.3489	0.3489	|	0.1120	0.2268	0.2268	0.2268	|  Best result at epoch 21
