epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
21	2.3530	3.0923	|	0.0626	0.2459	0.2459	0.2459	|	0.0687	0.2550	0.2550	0.2550	|  Best result at epoch 21
22	2.3579	3.0930	|	0.0620	0.2420	0.2420	0.2420	|	0.0680	0.2506	0.2506	0.2506	|  Best result at epoch 21
23	2.3507	3.1046	|	0.0600	0.2376	0.2376	0.2376	|	0.0680	0.2555	0.2555	0.2555	|  Best result at epoch 23
24	2.3472	3.1179	|	0.0599	0.2514	0.2514	0.2514	|	0.0610	0.2447	0.2447	0.2447	|  Best result at epoch 23
25	2.3550	3.1198	|	0.0605	0.2455	0.2455	0.2455	|	0.0658	0.2467	0.2467	0.2467	|  Best result at epoch 23
26	2.3488	3.1369	|	0.0585	0.2440	0.2440	0.2440	|	0.0604	0.2408	0.2408	0.2408	|  Best result at epoch 23
27	2.3415	3.0989	|	0.0627	0.2538	0.2538	0.2538	|	0.0700	0.2604	0.2604	0.2604	|  Best result at epoch 27
28	2.3370	3.1412	|	0.0595	0.2494	0.2494	0.2494	|	0.0663	0.2511	0.2511	0.2511	|  Best result at epoch 27
29	2.3450	3.1242	|	0.0586	0.2346	0.2346	0.2346	|	0.0672	0.2467	0.2467	0.2467	|  Best result at epoch 27
30	2.3320	3.1208	|	0.0569	0.2400	0.2400	0.2400	|	0.0619	0.2437	0.2437	0.2437	|  Best result at epoch 27
31	2.3367	3.1268	|	0.0603	0.2450	0.2450	0.2450	|	0.0671	0.2550	0.2550	0.2550	|  Best result at epoch 27
32	2.3358	3.1394	|	0.0594	0.2430	0.2430	0.2430	|	0.0692	0.2614	0.2614	0.2614	|  Best result at epoch 32
33	2.3266	3.2283	|	0.0546	0.2381	0.2381	0.2381	|	0.0624	0.2545	0.2545	0.2545	|  Best result at epoch 32
34	2.3285	3.1697	|	0.0577	0.2445	0.2445	0.2445	|	0.0644	0.2536	0.2536	0.2536	|  Best result at epoch 32
35	2.3303	3.1280	|	0.0589	0.2420	0.2420	0.2420	|	0.0625	0.2418	0.2418	0.2418	|  Best result at epoch 32
36	2.3377	3.1214	|	0.0609	0.2494	0.2494	0.2494	|	0.0674	0.2560	0.2560	0.2560	|  Best result at epoch 32
37	2.3233	3.2098	|	0.0581	0.2499	0.2499	0.2499	|	0.0625	0.2418	0.2418	0.2418	|  Best result at epoch 32
38	2.3247	3.1339	|	0.0602	0.2459	0.2459	0.2459	|	0.0713	0.2609	0.2609	0.2609	|  Best result at epoch 32
39	2.3182	3.1523	|	0.0609	0.2533	0.2533	0.2533	|	0.0625	0.2452	0.2452	0.2452	|  Best result at epoch 32
40	2.3187	3.1504	|	0.0591	0.2504	0.2504	0.2504	|	0.0626	0.2482	0.2482	0.2482	|  Best result at epoch 32
41	2.3127	3.2218	|	0.0585	0.2518	0.2518	0.2518	|	0.0608	0.2369	0.2369	0.2369	|  Best result at epoch 32
42	2.3250	3.1316	|	0.0587	0.2356	0.2356	0.2356	|	0.0663	0.2418	0.2418	0.2418	|  Best result at epoch 32
43	2.3200	3.2167	|	0.0591	0.2528	0.2528	0.2528	|	0.0593	0.2354	0.2354	0.2354	|  Best result at epoch 32
44	2.3191	3.1510	|	0.0601	0.2464	0.2464	0.2464	|	0.0645	0.2447	0.2447	0.2447	|  Best result at epoch 32
45	2.3156	3.2139	|	0.0568	0.2317	0.2317	0.2317	|	0.0648	0.2447	0.2447	0.2447	|  Best result at epoch 32
46	2.3167	3.1388	|	0.0621	0.2499	0.2499	0.2499	|	0.0705	0.2575	0.2575	0.2575	|  Best result at epoch 32
47	2.3221	3.1419	|	0.0610	0.2450	0.2450	0.2450	|	0.0693	0.2595	0.2595	0.2595	|  Best result at epoch 32
48	2.3202	3.2306	|	0.0585	0.2528	0.2528	0.2528	|	0.0639	0.2482	0.2482	0.2482	|  Best result at epoch 32
49	2.3095	3.1948	|	0.0573	0.2400	0.2400	0.2400	|	0.0656	0.2472	0.2472	0.2472	|  Best result at epoch 32
50	2.3210	3.1978	|	0.0579	0.2450	0.2450	0.2450	|	0.0645	0.2472	0.2472	0.2472	|  Best result at epoch 32
51	2.3083	3.1335	|	0.0604	0.2450	0.2450	0.2450	|	0.0693	0.2565	0.2565	0.2565	|  Best result at epoch 32
52	2.3061	3.1442	|	0.0602	0.2435	0.2435	0.2435	|	0.0666	0.2545	0.2545	0.2545	|  Best result at epoch 32
53	2.3158	3.2164	|	0.0589	0.2499	0.2499	0.2499	|	0.0642	0.2462	0.2462	0.2462	|  Best result at epoch 32
54	2.3091	3.2680	|	0.0588	0.2563	0.2563	0.2563	|	0.0635	0.2521	0.2521	0.2521	|  Best result at epoch 32
55	2.3204	3.1372	|	0.0628	0.2548	0.2548	0.2548	|	0.0696	0.2526	0.2526	0.2526	|  Best result at epoch 32
56	2.3108	3.1991	|	0.0631	0.2636	0.2636	0.2636	|	0.0660	0.2511	0.2511	0.2511	|  Best result at epoch 32
57	2.3094	3.2733	|	0.0569	0.2499	0.2499	0.2499	|	0.0621	0.2413	0.2413	0.2413	|  Best result at epoch 32
58	2.3010	3.1954	|	0.0611	0.2558	0.2558	0.2558	|	0.0687	0.2609	0.2609	0.2609	|  Best result at epoch 32
59	2.2997	3.2058	|	0.0578	0.2455	0.2455	0.2455	|	0.0666	0.2575	0.2575	0.2575	|  Best result at epoch 32
60	2.3041	3.1904	|	0.0599	0.2474	0.2474	0.2474	|	0.0672	0.2531	0.2531	0.2531	|  Best result at epoch 32
61	2.3157	3.2180	|	0.0579	0.2405	0.2405	0.2405	|	0.0643	0.2432	0.2432	0.2432	|  Best result at epoch 32
62	2.3053	3.1962	|	0.0591	0.2440	0.2440	0.2440	|	0.0659	0.2472	0.2472	0.2472	|  Best result at epoch 32
63	2.2983	3.1838	|	0.0593	0.2504	0.2504	0.2504	|	0.0670	0.2565	0.2565	0.2565	|  Best result at epoch 32
64	2.2958	3.1630	|	0.0596	0.2523	0.2523	0.2523	|	0.0690	0.2634	0.2634	0.2634	|  Best result at epoch 64
65	2.2867	3.1365	|	0.0622	0.2504	0.2504	0.2504	|	0.0691	0.2595	0.2595	0.2595	|  Best result at epoch 64
66	2.3098	3.2608	|	0.0570	0.2459	0.2459	0.2459	|	0.0648	0.2467	0.2467	0.2467	|  Best result at epoch 64
67	2.3104	3.2348	|	0.0590	0.2469	0.2469	0.2469	|	0.0640	0.2506	0.2506	0.2506	|  Best result at epoch 64
68	2.2993	3.2110	|	0.0590	0.2479	0.2479	0.2479	|	0.0671	0.2575	0.2575	0.2575	|  Best result at epoch 64
69	2.3140	3.1395	|	0.0604	0.2386	0.2386	0.2386	|	0.0714	0.2526	0.2526	0.2526	|  Best result at epoch 64
70	2.2871	3.2271	|	0.0591	0.2469	0.2469	0.2469	|	0.0668	0.2531	0.2531	0.2531	|  Best result at epoch 64
71	2.3062	3.2228	|	0.0568	0.2425	0.2425	0.2425	|	0.0667	0.2575	0.2575	0.2575	|  Best result at epoch 64
72	2.2894	3.1772	|	0.0589	0.2445	0.2445	0.2445	|	0.0707	0.2614	0.2614	0.2614	|  Best result at epoch 64
73	2.3047	3.1665	|	0.0628	0.2558	0.2558	0.2558	|	0.0703	0.2590	0.2590	0.2590	|  Best result at epoch 64
74	2.3180	3.1543	|	0.0620	0.2533	0.2533	0.2533	|	0.0694	0.2526	0.2526	0.2526	|  Best result at epoch 64
75	2.3029	3.1565	|	0.0597	0.2469	0.2469	0.2469	|	0.0689	0.2550	0.2550	0.2550	|  Best result at epoch 64
76	2.3044	3.1704	|	0.0594	0.2430	0.2430	0.2430	|	0.0679	0.2452	0.2452	0.2452	|  Best result at epoch 64
77	2.2900	3.1901	|	0.0576	0.2361	0.2361	0.2361	|	0.0661	0.2418	0.2418	0.2418	|  Best result at epoch 64
78	2.2996	3.1900	|	0.0607	0.2514	0.2514	0.2514	|	0.0687	0.2604	0.2604	0.2604	|  Best result at epoch 64
79	2.3037	3.1730	|	0.0623	0.2582	0.2582	0.2582	|	0.0701	0.2619	0.2619	0.2619	|  Best result at epoch 64
80	2.2966	3.2441	|	0.0598	0.2514	0.2514	0.2514	|	0.0685	0.2565	0.2565	0.2565	|  Best result at epoch 64
81	2.2832	3.1670	|	0.0601	0.2440	0.2440	0.2440	|	0.0682	0.2565	0.2565	0.2565	|  Best result at epoch 64
82	2.2944	3.2323	|	0.0589	0.2489	0.2489	0.2489	|	0.0672	0.2585	0.2585	0.2585	|  Best result at epoch 64
83	2.2974	3.2564	|	0.0617	0.2592	0.2592	0.2592	|	0.0675	0.2604	0.2604	0.2604	|  Best result at epoch 64
84	2.2928	3.2489	|	0.0571	0.2455	0.2455	0.2455	|	0.0670	0.2555	0.2555	0.2555	|  Best result at epoch 64
85	2.2950	3.2699	|	0.0593	0.2538	0.2538	0.2538	|	0.0656	0.2545	0.2545	0.2545	|  Best result at epoch 64
86	2.3010	3.1962	|	0.0609	0.2538	0.2538	0.2538	|	0.0704	0.2649	0.2649	0.2649	|  Best result at epoch 86
87	2.2979	3.2234	|	0.0586	0.2469	0.2469	0.2469	|	0.0678	0.2541	0.2541	0.2541	|  Best result at epoch 86
88	2.2845	3.1803	|	0.0622	0.2563	0.2563	0.2563	|	0.0707	0.2619	0.2619	0.2619	|  Best result at epoch 86
89	2.2893	3.2175	|	0.0611	0.2543	0.2543	0.2543	|	0.0692	0.2609	0.2609	0.2609	|  Best result at epoch 86
90	2.3074	3.2117	|	0.0587	0.2504	0.2504	0.2504	|	0.0658	0.2516	0.2516	0.2516	|  Best result at epoch 86
91	2.2917	3.2465	|	0.0613	0.2582	0.2582	0.2582	|	0.0673	0.2585	0.2585	0.2585	|  Best result at epoch 86
92	2.2830	3.2556	|	0.0584	0.2484	0.2484	0.2484	|	0.0659	0.2526	0.2526	0.2526	|  Best result at epoch 86
93	2.2980	3.2499	|	0.0582	0.2504	0.2504	0.2504	|	0.0667	0.2580	0.2580	0.2580	|  Best result at epoch 86
94	2.2831	3.2438	|	0.0605	0.2504	0.2504	0.2504	|	0.0684	0.2570	0.2570	0.2570	|  Best result at epoch 86
95	2.2847	3.2405	|	0.0598	0.2504	0.2504	0.2504	|	0.0672	0.2585	0.2585	0.2585	|  Best result at epoch 86
96	2.2656	3.3531	|	0.0569	0.2538	0.2538	0.2538	|	0.0635	0.2560	0.2560	0.2560	|  Best result at epoch 86
97	2.2798	3.2574	|	0.0602	0.2582	0.2582	0.2582	|	0.0670	0.2580	0.2580	0.2580	|  Best result at epoch 86
98	2.2819	3.2046	|	0.0611	0.2523	0.2523	0.2523	|	0.0692	0.2595	0.2595	0.2595	|  Best result at epoch 86
99	2.2731	3.2560	|	0.0598	0.2548	0.2548	0.2548	|	0.0697	0.2654	0.2654	0.2654	|  Best result at epoch 99
100	2.2848	3.2867	|	0.0589	0.2577	0.2577	0.2577	|	0.0660	0.2585	0.2585	0.2585	|  Best result at epoch 99
101	2.2916	3.2562	|	0.0576	0.2415	0.2415	0.2415	|	0.0657	0.2506	0.2506	0.2506	|  Best result at epoch 99
102	2.2764	3.2527	|	0.0584	0.2474	0.2474	0.2474	|	0.0664	0.2516	0.2516	0.2516	|  Best result at epoch 99
103	2.2730	3.3613	|	0.0585	0.2533	0.2533	0.2533	|	0.0648	0.2580	0.2580	0.2580	|  Best result at epoch 99
104	2.2770	3.3110	|	0.0590	0.2494	0.2494	0.2494	|	0.0633	0.2526	0.2526	0.2526	|  Best result at epoch 99
105	2.2869	3.2156	|	0.0610	0.2504	0.2504	0.2504	|	0.0683	0.2550	0.2550	0.2550	|  Best result at epoch 99
106	2.2776	3.3215	|	0.0542	0.2405	0.2405	0.2405	|	0.0614	0.2491	0.2491	0.2491	|  Best result at epoch 99
107	2.2885	3.2602	|	0.0583	0.2425	0.2425	0.2425	|	0.0692	0.2629	0.2629	0.2629	|  Best result at epoch 99
108	2.2930	3.2682	|	0.0553	0.2366	0.2366	0.2366	|	0.0637	0.2428	0.2428	0.2428	|  Best result at epoch 99
109	2.2949	3.2748	|	0.0585	0.2455	0.2455	0.2455	|	0.0643	0.2467	0.2467	0.2467	|  Best result at epoch 99
110	2.2853	3.3270	|	0.0591	0.2494	0.2494	0.2494	|	0.0659	0.2491	0.2491	0.2491	|  Best result at epoch 99
111	2.2648	3.2876	|	0.0582	0.2484	0.2484	0.2484	|	0.0663	0.2555	0.2555	0.2555	|  Best result at epoch 99
112	2.2780	3.2761	|	0.0595	0.2479	0.2479	0.2479	|	0.0658	0.2496	0.2496	0.2496	|  Best result at epoch 99
113	2.2712	3.2580	|	0.0571	0.2405	0.2405	0.2405	|	0.0633	0.2472	0.2472	0.2472	|  Best result at epoch 99
114	2.2835	3.2774	|	0.0590	0.2499	0.2499	0.2499	|	0.0671	0.2536	0.2536	0.2536	|  Best result at epoch 99
115	2.2974	3.2484	|	0.0598	0.2484	0.2484	0.2484	|	0.0662	0.2536	0.2536	0.2536	|  Best result at epoch 99
116	2.2776	3.2550	|	0.0605	0.2514	0.2514	0.2514	|	0.0666	0.2536	0.2536	0.2536	|  Best result at epoch 99
117	2.2832	3.2844	|	0.0606	0.2597	0.2597	0.2597	|	0.0662	0.2555	0.2555	0.2555	|  Best result at epoch 99
118	2.2917	3.2778	|	0.0586	0.2484	0.2484	0.2484	|	0.0643	0.2482	0.2482	0.2482	|  Best result at epoch 99
119	2.2763	3.2498	|	0.0615	0.2602	0.2602	0.2602	|	0.0681	0.2541	0.2541	0.2541	|  Best result at epoch 99
120	2.2743	3.2480	|	0.0591	0.2464	0.2464	0.2464	|	0.0655	0.2521	0.2521	0.2521	|  Best result at epoch 99
121	2.2819	3.2536	|	0.0616	0.2558	0.2558	0.2558	|	0.0656	0.2496	0.2496	0.2496	|  Best result at epoch 99
122	2.2830	3.2515	|	0.0596	0.2440	0.2440	0.2440	|	0.0673	0.2526	0.2526	0.2526	|  Best result at epoch 99
123	2.2663	3.1985	|	0.0625	0.2509	0.2509	0.2509	|	0.0684	0.2550	0.2550	0.2550	|  Best result at epoch 99
124	2.2708	3.2680	|	0.0614	0.2612	0.2612	0.2612	|	0.0697	0.2658	0.2658	0.2658	|  Best result at epoch 124
125	2.2651	3.2351	|	0.0622	0.2627	0.2627	0.2627	|	0.0698	0.2634	0.2634	0.2634	|  Best result at epoch 124
126	2.2646	3.3728	|	0.0571	0.2484	0.2484	0.2484	|	0.0591	0.2314	0.2314	0.2314	|  Best result at epoch 124
127	2.2847	3.2674	|	0.0598	0.2514	0.2514	0.2514	|	0.0622	0.2349	0.2349	0.2349	|  Best result at epoch 124
128	2.2826	3.2752	|	0.0573	0.2450	0.2450	0.2450	|	0.0633	0.2506	0.2506	0.2506	|  Best result at epoch 124
129	2.2866	3.2834	|	0.0605	0.2553	0.2553	0.2553	|	0.0638	0.2482	0.2482	0.2482	|  Best result at epoch 124
130	2.2800	3.3128	|	0.0597	0.2553	0.2553	0.2553	|	0.0623	0.2378	0.2378	0.2378	|  Best result at epoch 124
131	2.2783	3.2342	|	0.0622	0.2587	0.2587	0.2587	|	0.0674	0.2565	0.2565	0.2565	|  Best result at epoch 124
132	2.2864	3.3211	|	0.0607	0.2597	0.2597	0.2597	|	0.0672	0.2570	0.2570	0.2570	|  Best result at epoch 124
133	2.2795	3.2454	|	0.0611	0.2538	0.2538	0.2538	|	0.0683	0.2585	0.2585	0.2585	|  Best result at epoch 124
134	2.2694	3.2889	|	0.0581	0.2518	0.2518	0.2518	|	0.0668	0.2526	0.2526	0.2526	|  Best result at epoch 124
135	2.2778	3.2267	|	0.0601	0.2469	0.2469	0.2469	|	0.0703	0.2541	0.2541	0.2541	|  Best result at epoch 124
136	2.2797	3.2217	|	0.0602	0.2479	0.2479	0.2479	|	0.0650	0.2393	0.2393	0.2393	|  Best result at epoch 124
137	2.2547	3.2285	|	0.0615	0.2538	0.2538	0.2538	|	0.0664	0.2452	0.2452	0.2452	|  Best result at epoch 124
138	2.2619	3.2212	|	0.0621	0.2533	0.2533	0.2533	|	0.0638	0.2339	0.2339	0.2339	|  Best result at epoch 124
139	2.2680	3.3707	|	0.0579	0.2489	0.2489	0.2489	|	0.0622	0.2393	0.2393	0.2393	|  Best result at epoch 124
140	2.2753	3.3528	|	0.0585	0.2509	0.2509	0.2509	|	0.0637	0.2496	0.2496	0.2496	|  Best result at epoch 124
141	2.2720	3.2729	|	0.0599	0.2533	0.2533	0.2533	|	0.0675	0.2565	0.2565	0.2565	|  Best result at epoch 124
142	2.2815	3.2468	|	0.0619	0.2479	0.2479	0.2479	|	0.0675	0.2526	0.2526	0.2526	|  Best result at epoch 124
143	2.2808	3.2589	|	0.0603	0.2474	0.2474	0.2474	|	0.0669	0.2545	0.2545	0.2545	|  Best result at epoch 124
144	2.2656	3.2406	|	0.0613	0.2528	0.2528	0.2528	|	0.0638	0.2359	0.2359	0.2359	|  Best result at epoch 124
145	2.2779	3.2969	|	0.0607	0.2573	0.2573	0.2573	|	0.0656	0.2541	0.2541	0.2541	|  Best result at epoch 124
146	2.2590	3.1991	|	0.0588	0.2332	0.2332	0.2332	|	0.0640	0.2305	0.2305	0.2305	|  Best result at epoch 124
147	2.2661	3.2811	|	0.0629	0.2617	0.2617	0.2617	|	0.0692	0.2629	0.2629	0.2629	|  Best result at epoch 124
148	2.2694	3.2801	|	0.0610	0.2597	0.2597	0.2597	|	0.0686	0.2595	0.2595	0.2595	|  Best result at epoch 124
149	2.2673	3.2750	|	0.0609	0.2563	0.2563	0.2563	|	0.0667	0.2521	0.2521	0.2521	|  Best result at epoch 124
150	2.2732	3.2677	|	0.0623	0.2558	0.2558	0.2558	|	0.0704	0.2609	0.2609	0.2609	|  Best result at epoch 124
151	2.2834	3.3185	|	0.0610	0.2518	0.2518	0.2518	|	0.0656	0.2491	0.2491	0.2491	|  Best result at epoch 124
152	2.2690	3.3206	|	0.0607	0.2548	0.2548	0.2548	|	0.0667	0.2531	0.2531	0.2531	|  Best result at epoch 124
153	2.2543	3.4414	|	0.0584	0.2509	0.2509	0.2509	|	0.0654	0.2516	0.2516	0.2516	|  Best result at epoch 124
