epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
15	0.9563	6.3557	|	0.0842	0.2138	0.2138	0.2138	|	0.0691	0.1051	0.1051	0.1051	|  Best result at epoch 11
16	0.8731	6.5426	|	0.0842	0.1999	0.1999	0.1999	|	0.0630	0.1014	0.1014	0.1014	|  Best result at epoch 11
17	0.8370	6.5793	|	0.0942	0.2336	0.2336	0.2336	|	0.0659	0.1153	0.1153	0.1153	|  Best result at epoch 11
18	0.8315	6.7527	|	0.0919	0.2090	0.2090	0.2090	|	0.0678	0.1014	0.1014	0.1014	|  Best result at epoch 11
19	0.7773	6.7063	|	0.0886	0.2202	0.2202	0.2202	|	0.0602	0.0993	0.0993	0.0993	|  Best result at epoch 11
20	0.7430	7.0838	|	0.0875	0.2175	0.2175	0.2175	|	0.0603	0.0982	0.0982	0.0982	|  Best result at epoch 11
21	0.7457	7.4500	|	0.0947	0.2036	0.2036	0.2036	|	0.0505	0.0832	0.0832	0.0832	|  Best result at epoch 11
22	0.7430	7.2582	|	0.0929	0.2191	0.2191	0.2191	|	0.0662	0.1041	0.1041	0.1041	|  Best result at epoch 11
23	0.7072	7.2515	|	0.0835	0.2095	0.2095	0.2095	|	0.0628	0.1062	0.1062	0.1062	|  Best result at epoch 11
24	0.6692	7.0603	|	0.0956	0.2314	0.2314	0.2314	|	0.0611	0.0998	0.0998	0.0998	|  Best result at epoch 11
25	0.6757	7.3683	|	0.0857	0.2143	0.2143	0.2143	|	0.0633	0.1105	0.1105	0.1105	|  Best result at epoch 11
26	0.6641	8.0383	|	0.0815	0.1956	0.1956	0.1956	|	0.0556	0.0870	0.0870	0.0870	|  Best result at epoch 11
27	0.6397	8.1708	|	0.0894	0.2031	0.2031	0.2031	|	0.0622	0.0993	0.0993	0.0993	|  Best result at epoch 11
28	0.6140	7.9719	|	0.0783	0.1913	0.1913	0.1913	|	0.0661	0.1030	0.1030	0.1030	|  Best result at epoch 11
29	0.6078	7.1584	|	0.0921	0.2207	0.2207	0.2207	|	0.0719	0.1041	0.1041	0.1041	|  Best result at epoch 11
30	0.6218	7.4461	|	0.0942	0.2223	0.2223	0.2223	|	0.0602	0.0966	0.0966	0.0966	|  Best result at epoch 11
31	0.5921	7.2202	|	0.0907	0.2159	0.2159	0.2159	|	0.0677	0.1057	0.1057	0.1057	|  Best result at epoch 11
32	0.5932	7.6754	|	0.0858	0.2095	0.2095	0.2095	|	0.0610	0.1035	0.1035	0.1035	|  Best result at epoch 11
33	0.5911	7.9199	|	0.0863	0.2047	0.2047	0.2047	|	0.0557	0.0912	0.0912	0.0912	|  Best result at epoch 11
34	0.5435	7.9933	|	0.0964	0.2250	0.2250	0.2250	|	0.0601	0.1030	0.1030	0.1030	|  Best result at epoch 11
35	0.5809	7.7826	|	0.0865	0.2100	0.2100	0.2100	|	0.0626	0.0966	0.0966	0.0966	|  Best result at epoch 11
36	0.5730	8.4547	|	0.0934	0.1951	0.1951	0.1951	|	0.0576	0.1019	0.1019	0.1019	|  Best result at epoch 11
37	0.5501	8.3317	|	0.0848	0.2004	0.2004	0.2004	|	0.0575	0.0993	0.0993	0.0993	|  Best result at epoch 11
38	0.5424	8.2580	|	0.0863	0.2138	0.2138	0.2138	|	0.0609	0.1083	0.1083	0.1083	|  Best result at epoch 11
39	0.5384	7.9799	|	0.0890	0.2202	0.2202	0.2202	|	0.0643	0.1025	0.1025	0.1025	|  Best result at epoch 11
40	0.5327	8.4693	|	0.0775	0.2010	0.2010	0.2010	|	0.0670	0.1073	0.1073	0.1073	|  Best result at epoch 11
41	0.5329	8.3774	|	0.0940	0.2261	0.2261	0.2261	|	0.0646	0.1073	0.1073	0.1073	|  Best result at epoch 11
42	0.5086	7.9663	|	0.0880	0.2234	0.2234	0.2234	|	0.0587	0.1035	0.1035	0.1035	|  Best result at epoch 11
43	0.5401	7.7248	|	0.0918	0.2250	0.2250	0.2250	|	0.0561	0.1009	0.1009	0.1009	|  Best result at epoch 11
44	0.5102	8.4920	|	0.0887	0.2149	0.2149	0.2149	|	0.0676	0.0993	0.0993	0.0993	|  Best result at epoch 11
45	0.5348	8.3692	|	0.0923	0.2084	0.2084	0.2084	|	0.0708	0.1057	0.1057	0.1057	|  Best result at epoch 11
46	0.5320	8.1433	|	0.0838	0.2165	0.2165	0.2165	|	0.0610	0.1073	0.1073	0.1073	|  Best result at epoch 11
47	0.5390	8.4360	|	0.0812	0.2111	0.2111	0.2111	|	0.0623	0.1019	0.1019	0.1019	|  Best result at epoch 11
48	0.5404	7.9484	|	0.0896	0.2197	0.2197	0.2197	|	0.0585	0.0987	0.0987	0.0987	|  Best result at epoch 11
49	0.5465	8.1063	|	0.0955	0.2175	0.2175	0.2175	|	0.0672	0.1078	0.1078	0.1078	|  Best result at epoch 11
50	0.5039	8.0764	|	0.0774	0.2197	0.2197	0.2197	|	0.0616	0.1046	0.1046	0.1046	|  Best result at epoch 11
51	0.5179	8.3262	|	0.0878	0.2186	0.2186	0.2186	|	0.0600	0.1073	0.1073	0.1073	|  Best result at epoch 11
52	0.5552	8.5465	|	0.0811	0.2020	0.2020	0.2020	|	0.0587	0.0993	0.0993	0.0993	|  Best result at epoch 11
53	0.5428	8.4589	|	0.0883	0.2100	0.2100	0.2100	|	0.0603	0.0977	0.0977	0.0977	|  Best result at epoch 11
54	0.5118	8.4332	|	0.0927	0.2052	0.2052	0.2052	|	0.0624	0.1089	0.1089	0.1089	|  Best result at epoch 11
55	0.5439	8.5314	|	0.0911	0.2165	0.2165	0.2165	|	0.0701	0.1179	0.1179	0.1179	|  Best result at epoch 11
56	0.5755	8.2330	|	0.0958	0.2191	0.2191	0.2191	|	0.0599	0.1110	0.1110	0.1110	|  Best result at epoch 11
57	0.5313	8.3870	|	0.0865	0.2202	0.2202	0.2202	|	0.0640	0.1105	0.1105	0.1105	|  Best result at epoch 11
58	0.4456	8.3522	|	0.0883	0.2117	0.2117	0.2117	|	0.0613	0.1014	0.1014	0.1014	|  Best result at epoch 11
59	0.5015	8.7066	|	0.0945	0.2117	0.2117	0.2117	|	0.0657	0.1046	0.1046	0.1046	|  Best result at epoch 11
60	0.5347	8.6755	|	0.0924	0.2138	0.2138	0.2138	|	0.0695	0.1243	0.1243	0.1243	|  Best result at epoch 11
61	0.5486	8.5277	|	0.0913	0.2218	0.2218	0.2218	|	0.0624	0.1099	0.1099	0.1099	|  Best result at epoch 11
62	0.5584	8.4381	|	0.0852	0.2191	0.2191	0.2191	|	0.0649	0.1131	0.1131	0.1131	|  Best result at epoch 11
63	0.5443	8.4348	|	0.0893	0.2229	0.2229	0.2229	|	0.0772	0.1201	0.1201	0.1201	|  Best result at epoch 11
64	0.5793	8.4777	|	0.0841	0.2245	0.2245	0.2245	|	0.0702	0.1179	0.1179	0.1179	|  Best result at epoch 11
65	0.5229	8.2599	|	0.0866	0.2234	0.2234	0.2234	|	0.0756	0.1195	0.1195	0.1195	|  Best result at epoch 11
66	0.5638	8.7701	|	0.0806	0.1978	0.1978	0.1978	|	0.0599	0.1051	0.1051	0.1051	|  Best result at epoch 11
67	0.6118	8.9002	|	0.0825	0.2036	0.2036	0.2036	|	0.0665	0.1099	0.1099	0.1099	|  Best result at epoch 11
68	0.5877	8.4138	|	0.0754	0.2117	0.2117	0.2117	|	0.0698	0.1206	0.1206	0.1206	|  Best result at epoch 11
69	0.5867	8.6312	|	0.0747	0.2111	0.2111	0.2111	|	0.0613	0.1083	0.1083	0.1083	|  Best result at epoch 11
70	0.6002	8.2163	|	0.0836	0.2234	0.2234	0.2234	|	0.0650	0.1099	0.1099	0.1099	|  Best result at epoch 11
71	0.6087	8.7152	|	0.0808	0.2159	0.2159	0.2159	|	0.0549	0.1067	0.1067	0.1067	|  Best result at epoch 11
72	0.6331	8.7061	|	0.0810	0.2175	0.2175	0.2175	|	0.0605	0.1019	0.1019	0.1019	|  Best result at epoch 11
73	0.6244	8.3901	|	0.0769	0.2229	0.2229	0.2229	|	0.0681	0.1174	0.1174	0.1174	|  Best result at epoch 11
74	0.6266	8.7094	|	0.0784	0.2031	0.2031	0.2031	|	0.0592	0.1019	0.1019	0.1019	|  Best result at epoch 11
75	0.6042	8.1847	|	0.0865	0.2213	0.2213	0.2213	|	0.0608	0.1121	0.1121	0.1121	|  Best result at epoch 11
76	0.5984	8.6214	|	0.0792	0.2031	0.2031	0.2031	|	0.0580	0.1078	0.1078	0.1078	|  Best result at epoch 11
77	0.5855	8.7421	|	0.0889	0.2159	0.2159	0.2159	|	0.0625	0.1105	0.1105	0.1105	|  Best result at epoch 11
78	0.6113	8.6882	|	0.0910	0.2068	0.2068	0.2068	|	0.0641	0.1019	0.1019	0.1019	|  Best result at epoch 11
79	0.5982	8.3971	|	0.0876	0.2090	0.2090	0.2090	|	0.0685	0.1147	0.1147	0.1147	|  Best result at epoch 11
80	0.6073	8.9282	|	0.0919	0.2213	0.2213	0.2213	|	0.0665	0.1089	0.1089	0.1089	|  Best result at epoch 11
81	0.5967	8.7084	|	0.0869	0.2074	0.2074	0.2074	|	0.0563	0.0998	0.0998	0.0998	|  Best result at epoch 11
82	0.6370	8.7065	|	0.0910	0.2074	0.2074	0.2074	|	0.0547	0.1046	0.1046	0.1046	|  Best result at epoch 11
83	0.6319	8.6288	|	0.0768	0.2090	0.2090	0.2090	|	0.0496	0.0982	0.0982	0.0982	|  Best result at epoch 11
84	0.6372	8.5527	|	0.0838	0.2138	0.2138	0.2138	|	0.0598	0.1025	0.1025	0.1025	|  Best result at epoch 11
85	0.6150	8.6714	|	0.0853	0.2170	0.2170	0.2170	|	0.0613	0.1211	0.1211	0.1211	|  Best result at epoch 11
86	0.6607	8.6437	|	0.0806	0.2068	0.2068	0.2068	|	0.0649	0.1185	0.1185	0.1185	|  Best result at epoch 11
87	0.6096	8.2938	|	0.0817	0.2197	0.2197	0.2197	|	0.0625	0.1169	0.1169	0.1169	|  Best result at epoch 11
88	0.6636	8.7379	|	0.0799	0.2026	0.2026	0.2026	|	0.0622	0.1014	0.1014	0.1014	|  Best result at epoch 11
89	0.6833	8.8179	|	0.0849	0.2079	0.2079	0.2079	|	0.0544	0.0961	0.0961	0.0961	|  Best result at epoch 11
90	0.6805	8.5203	|	0.0769	0.2068	0.2068	0.2068	|	0.0522	0.0928	0.0928	0.0928	|  Best result at epoch 11
91	0.7151	8.4550	|	0.0816	0.1978	0.1978	0.1978	|	0.0508	0.0993	0.0993	0.0993	|  Best result at epoch 11
92	0.7282	8.5955	|	0.0836	0.2068	0.2068	0.2068	|	0.0527	0.1009	0.1009	0.1009	|  Best result at epoch 11
93	0.7390	8.6538	|	0.0853	0.2122	0.2122	0.2122	|	0.0529	0.1014	0.1014	0.1014	|  Best result at epoch 11
94	0.7357	8.7187	|	0.0876	0.2068	0.2068	0.2068	|	0.0519	0.1025	0.1025	0.1025	|  Best result at epoch 11
95	0.7464	8.6053	|	0.0803	0.2127	0.2127	0.2127	|	0.0515	0.0907	0.0907	0.0907	|  Best result at epoch 11
96	0.7821	8.8678	|	0.0797	0.2004	0.2004	0.2004	|	0.0599	0.1083	0.1083	0.1083	|  Best result at epoch 11
97	0.7507	8.9179	|	0.0747	0.1951	0.1951	0.1951	|	0.0549	0.0907	0.0907	0.0907	|  Best result at epoch 11
98	0.8091	8.7957	|	0.0726	0.1940	0.1940	0.1940	|	0.0546	0.0982	0.0982	0.0982	|  Best result at epoch 11
99	0.7885	8.6558	|	0.0768	0.1935	0.1935	0.1935	|	0.0490	0.0939	0.0939	0.0939	|  Best result at epoch 11
100	0.8327	8.6187	|	0.0847	0.1988	0.1988	0.1988	|	0.0534	0.0987	0.0987	0.0987	|  Best result at epoch 11
101	0.8580	8.5561	|	0.0845	0.1978	0.1978	0.1978	|	0.0523	0.0923	0.0923	0.0923	|  Best result at epoch 11
102	0.8902	8.5022	|	0.0807	0.2015	0.2015	0.2015	|	0.0559	0.0977	0.0977	0.0977	|  Best result at epoch 11
103	0.9394	8.5358	|	0.0752	0.2036	0.2036	0.2036	|	0.0559	0.1003	0.1003	0.1003	|  Best result at epoch 11
104	0.8894	8.3931	|	0.0795	0.2084	0.2084	0.2084	|	0.0568	0.0971	0.0971	0.0971	|  Best result at epoch 11
105	0.8410	8.6965	|	0.0831	0.2047	0.2047	0.2047	|	0.0575	0.0886	0.0886	0.0886	|  Best result at epoch 11
106	0.8949	8.3994	|	0.0724	0.2068	0.2068	0.2068	|	0.0548	0.0891	0.0891	0.0891	|  Best result at epoch 11
107	0.9178	8.3590	|	0.0685	0.2058	0.2058	0.2058	|	0.0484	0.0923	0.0923	0.0923	|  Best result at epoch 11
108	0.9644	8.2283	|	0.0786	0.2063	0.2063	0.2063	|	0.0475	0.0912	0.0912	0.0912	|  Best result at epoch 11
109	0.9159	8.7619	|	0.0774	0.1972	0.1972	0.1972	|	0.0496	0.0923	0.0923	0.0923	|  Best result at epoch 11
110	0.9165	8.5033	|	0.0651	0.2004	0.2004	0.2004	|	0.0501	0.0934	0.0934	0.0934	|  Best result at epoch 11
