epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
35	1.4720	5.8344	|	0.0638	0.2105	0.2105	0.2105	|	0.0384	0.1768	0.1768	0.1768	|  Best result at epoch 8
36	1.4563	5.6618	|	0.0568	0.1975	0.1975	0.1975	|	0.0388	0.1590	0.1590	0.1590	|  Best result at epoch 8
37	1.4389	6.0666	|	0.0606	0.2117	0.2117	0.2117	|	0.0361	0.1633	0.1633	0.1633	|  Best result at epoch 8
38	1.4238	6.4027	|	0.0555	0.2123	0.2123	0.2123	|	0.0380	0.1805	0.1805	0.1805	|  Best result at epoch 8
39	1.3983	6.0113	|	0.0592	0.2074	0.2074	0.2074	|	0.0376	0.1707	0.1707	0.1707	|  Best result at epoch 8
40	1.4213	6.0139	|	0.0585	0.2105	0.2105	0.2105	|	0.0336	0.1645	0.1645	0.1645	|  Best result at epoch 8
41	1.4167	6.0481	|	0.0632	0.1994	0.1994	0.1994	|	0.0503	0.1627	0.1627	0.1627	|  Best result at epoch 8
42	1.3461	6.1223	|	0.0552	0.1988	0.1988	0.1988	|	0.0383	0.1694	0.1694	0.1694	|  Best result at epoch 8
43	1.4103	6.1901	|	0.0502	0.1852	0.1852	0.1852	|	0.0369	0.1639	0.1639	0.1639	|  Best result at epoch 8
44	1.3781	6.3154	|	0.0487	0.1870	0.1870	0.1870	|	0.0386	0.1781	0.1781	0.1781	|  Best result at epoch 8
45	1.3750	6.4827	|	0.0514	0.1920	0.1920	0.1920	|	0.0413	0.1694	0.1694	0.1694	|  Best result at epoch 8
46	1.3916	6.2191	|	0.0644	0.2025	0.2025	0.2025	|	0.0366	0.1583	0.1583	0.1583	|  Best result at epoch 8
47	1.3821	6.3973	|	0.0622	0.1963	0.1963	0.1963	|	0.0388	0.1670	0.1670	0.1670	|  Best result at epoch 8
48	1.3900	6.2378	|	0.0557	0.1901	0.1901	0.1901	|	0.0370	0.1590	0.1590	0.1590	|  Best result at epoch 8
49	1.3779	6.6776	|	0.0658	0.2012	0.2012	0.2012	|	0.0499	0.1590	0.1590	0.1590	|  Best result at epoch 8
50	1.3763	6.5295	|	0.0652	0.1969	0.1969	0.1969	|	0.0362	0.1614	0.1614	0.1614	|  Best result at epoch 8
51	1.3588	6.5525	|	0.0591	0.1975	0.1975	0.1975	|	0.0372	0.1547	0.1547	0.1547	|  Best result at epoch 8
52	1.3517	6.3869	|	0.0575	0.1883	0.1883	0.1883	|	0.0380	0.1528	0.1528	0.1528	|  Best result at epoch 8
53	1.3497	6.5645	|	0.0578	0.2019	0.2019	0.2019	|	0.0346	0.1590	0.1590	0.1590	|  Best result at epoch 8
54	1.3579	6.4086	|	0.0568	0.1994	0.1994	0.1994	|	0.0361	0.1534	0.1534	0.1534	|  Best result at epoch 8
55	1.3381	6.5130	|	0.0596	0.1988	0.1988	0.1988	|	0.0399	0.1713	0.1713	0.1713	|  Best result at epoch 8
56	1.3333	6.4630	|	0.0577	0.1926	0.1926	0.1926	|	0.0360	0.1614	0.1614	0.1614	|  Best result at epoch 8
57	1.3534	6.4696	|	0.0577	0.1926	0.1926	0.1926	|	0.0379	0.1590	0.1590	0.1590	|  Best result at epoch 8
58	1.3575	6.6825	|	0.0670	0.2086	0.2086	0.2086	|	0.0349	0.1608	0.1608	0.1608	|  Best result at epoch 8
59	1.3452	6.8511	|	0.0590	0.2080	0.2080	0.2080	|	0.0346	0.1731	0.1731	0.1731	|  Best result at epoch 8
60	1.3271	6.7319	|	0.0605	0.2049	0.2049	0.2049	|	0.0380	0.1676	0.1676	0.1676	|  Best result at epoch 8
61	1.3040	6.7108	|	0.0645	0.2031	0.2031	0.2031	|	0.0343	0.1608	0.1608	0.1608	|  Best result at epoch 8
62	1.3414	6.6252	|	0.0552	0.1907	0.1907	0.1907	|	0.0394	0.1682	0.1682	0.1682	|  Best result at epoch 8
63	1.3172	6.4908	|	0.0634	0.1975	0.1975	0.1975	|	0.0380	0.1651	0.1651	0.1651	|  Best result at epoch 8
64	1.2976	7.1624	|	0.0585	0.2105	0.2105	0.2105	|	0.0386	0.1762	0.1762	0.1762	|  Best result at epoch 8
65	1.3330	6.7154	|	0.0550	0.1907	0.1907	0.1907	|	0.0385	0.1670	0.1670	0.1670	|  Best result at epoch 8
66	1.3316	6.8190	|	0.0629	0.2000	0.2000	0.2000	|	0.0349	0.1577	0.1577	0.1577	|  Best result at epoch 8
67	1.2999	7.0183	|	0.0627	0.2006	0.2006	0.2006	|	0.0347	0.1602	0.1602	0.1602	|  Best result at epoch 8
68	1.3209	6.9912	|	0.0556	0.1975	0.1975	0.1975	|	0.0363	0.1608	0.1608	0.1608	|  Best result at epoch 8
69	1.3106	6.7684	|	0.0583	0.1889	0.1889	0.1889	|	0.0384	0.1596	0.1596	0.1596	|  Best result at epoch 8
70	1.3443	6.8103	|	0.0611	0.1938	0.1938	0.1938	|	0.0368	0.1645	0.1645	0.1645	|  Best result at epoch 8
71	1.4028	6.7855	|	0.0588	0.1951	0.1951	0.1951	|	0.0338	0.1547	0.1547	0.1547	|  Best result at epoch 8
72	1.3537	6.8519	|	0.0604	0.2019	0.2019	0.2019	|	0.0372	0.1596	0.1596	0.1596	|  Best result at epoch 8
73	1.3524	6.7614	|	0.0609	0.1914	0.1914	0.1914	|	0.0411	0.1657	0.1657	0.1657	|  Best result at epoch 8
74	1.3297	6.6470	|	0.0591	0.1889	0.1889	0.1889	|	0.0373	0.1627	0.1627	0.1627	|  Best result at epoch 8
75	1.3238	6.9604	|	0.0527	0.1852	0.1852	0.1852	|	0.0361	0.1571	0.1571	0.1571	|  Best result at epoch 8
76	1.3511	7.1076	|	0.0523	0.1951	0.1951	0.1951	|	0.0334	0.1676	0.1676	0.1676	|  Best result at epoch 8
77	1.3574	7.0118	|	0.0569	0.1864	0.1864	0.1864	|	0.0357	0.1565	0.1565	0.1565	|  Best result at epoch 8
78	1.3848	6.8533	|	0.0577	0.1877	0.1877	0.1877	|	0.0389	0.1620	0.1620	0.1620	|  Best result at epoch 8
79	1.4066	6.5770	|	0.0631	0.1883	0.1883	0.1883	|	0.0382	0.1516	0.1516	0.1516	|  Best result at epoch 8
80	1.3649	6.9641	|	0.0605	0.1938	0.1938	0.1938	|	0.0380	0.1633	0.1633	0.1633	|  Best result at epoch 8
81	1.3837	6.7739	|	0.0561	0.1907	0.1907	0.1907	|	0.0357	0.1608	0.1608	0.1608	|  Best result at epoch 8
82	1.3766	6.6784	|	0.0518	0.1710	0.1710	0.1710	|	0.0358	0.1522	0.1522	0.1522	|  Best result at epoch 8
83	1.4007	6.8142	|	0.0537	0.1914	0.1914	0.1914	|	0.0371	0.1676	0.1676	0.1676	|  Best result at epoch 8
84	1.3687	7.1889	|	0.0602	0.1981	0.1981	0.1981	|	0.0369	0.1707	0.1707	0.1707	|  Best result at epoch 8
85	1.4367	6.9477	|	0.0531	0.1735	0.1735	0.1735	|	0.0364	0.1491	0.1491	0.1491	|  Best result at epoch 8
86	1.4501	7.2702	|	0.0563	0.1883	0.1883	0.1883	|	0.0374	0.1577	0.1577	0.1577	|  Best result at epoch 8
87	1.4422	6.7762	|	0.0621	0.1951	0.1951	0.1951	|	0.0389	0.1559	0.1559	0.1559	|  Best result at epoch 8
88	1.4233	7.0078	|	0.0623	0.1895	0.1895	0.1895	|	0.0359	0.1516	0.1516	0.1516	|  Best result at epoch 8
89	1.3963	7.0828	|	0.0631	0.1907	0.1907	0.1907	|	0.0374	0.1547	0.1547	0.1547	|  Best result at epoch 8
90	1.3706	6.8797	|	0.0568	0.1877	0.1877	0.1877	|	0.0357	0.1565	0.1565	0.1565	|  Best result at epoch 8
91	1.4224	6.9431	|	0.0509	0.1796	0.1796	0.1796	|	0.0403	0.1633	0.1633	0.1633	|  Best result at epoch 8
92	1.4129	6.7839	|	0.0575	0.1938	0.1938	0.1938	|	0.0397	0.1596	0.1596	0.1596	|  Best result at epoch 8
93	1.4205	6.9557	|	0.0565	0.1790	0.1790	0.1790	|	0.0387	0.1577	0.1577	0.1577	|  Best result at epoch 8
94	1.4034	7.0104	|	0.0575	0.1889	0.1889	0.1889	|	0.0396	0.1614	0.1614	0.1614	|  Best result at epoch 8
95	1.3840	7.0804	|	0.0597	0.2006	0.2006	0.2006	|	0.0409	0.1756	0.1756	0.1756	|  Best result at epoch 8
96	1.3727	6.9430	|	0.0588	0.1907	0.1907	0.1907	|	0.0386	0.1565	0.1565	0.1565	|  Best result at epoch 8
97	1.4071	6.8040	|	0.0554	0.1877	0.1877	0.1877	|	0.0373	0.1510	0.1510	0.1510	|  Best result at epoch 8
98	1.4154	7.0646	|	0.0525	0.1870	0.1870	0.1870	|	0.0380	0.1614	0.1614	0.1614	|  Best result at epoch 8
99	1.4357	6.9305	|	0.0513	0.1778	0.1778	0.1778	|	0.0334	0.1466	0.1466	0.1466	|  Best result at epoch 8
100	1.3619	7.0710	|	0.0576	0.2019	0.2019	0.2019	|	0.0348	0.1602	0.1602	0.1602	|  Best result at epoch 8
101	1.3697	7.0891	|	0.0534	0.1895	0.1895	0.1895	|	0.0379	0.1614	0.1614	0.1614	|  Best result at epoch 8
102	1.4104	7.2134	|	0.0513	0.1981	0.1981	0.1981	|	0.0391	0.1688	0.1688	0.1688	|  Best result at epoch 8
103	1.4154	6.8967	|	0.0578	0.1889	0.1889	0.1889	|	0.0361	0.1583	0.1583	0.1583	|  Best result at epoch 8
104	1.4116	6.9359	|	0.0585	0.2012	0.2012	0.2012	|	0.0391	0.1627	0.1627	0.1627	|  Best result at epoch 8
105	1.3976	6.9164	|	0.0551	0.2056	0.2056	0.2056	|	0.0370	0.1657	0.1657	0.1657	|  Best result at epoch 8
106	1.4306	6.9740	|	0.0543	0.1994	0.1994	0.1994	|	0.0378	0.1633	0.1633	0.1633	|  Best result at epoch 8
107	1.4074	6.9891	|	0.0523	0.1883	0.1883	0.1883	|	0.0395	0.1583	0.1583	0.1583	|  Best result at epoch 8
108	1.3851	7.1282	|	0.0497	0.1846	0.1846	0.1846	|	0.0366	0.1559	0.1559	0.1559	|  Best result at epoch 8
109	1.4005	7.2251	|	0.0579	0.2019	0.2019	0.2019	|	0.0358	0.1590	0.1590	0.1590	|  Best result at epoch 8
110	1.4386	7.1843	|	0.0507	0.1802	0.1802	0.1802	|	0.0347	0.1547	0.1547	0.1547	|  Best result at epoch 8
111	1.3658	7.1603	|	0.0584	0.2056	0.2056	0.2056	|	0.0396	0.1645	0.1645	0.1645	|  Best result at epoch 8
112	1.4082	7.2240	|	0.0494	0.1901	0.1901	0.1901	|	0.0379	0.1651	0.1651	0.1651	|  Best result at epoch 8
