epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
47	0.8772	8.6005	|	0.0665	0.1812	0.1812	0.1812	|	0.0435	0.1386	0.1386	0.1386	|  Best result at epoch 6
48	0.8686	8.4793	|	0.0746	0.1904	0.1904	0.1904	|	0.0403	0.1414	0.1414	0.1414	|  Best result at epoch 6
49	0.9121	8.5525	|	0.0727	0.1908	0.1908	0.1908	|	0.0413	0.1414	0.1414	0.1414	|  Best result at epoch 6
50	0.8869	8.7583	|	0.0629	0.1959	0.1959	0.1959	|	0.0418	0.1450	0.1450	0.1450	|  Best result at epoch 6
51	0.9176	8.5730	|	0.0656	0.1812	0.1812	0.1812	|	0.0394	0.1363	0.1363	0.1363	|  Best result at epoch 6
52	0.9041	8.7042	|	0.0634	0.1858	0.1858	0.1858	|	0.0373	0.1304	0.1304	0.1304	|  Best result at epoch 6
53	0.9062	8.2851	|	0.0676	0.1748	0.1748	0.1748	|	0.0460	0.1340	0.1340	0.1340	|  Best result at epoch 6
54	0.9089	8.8708	|	0.0658	0.1945	0.1945	0.1945	|	0.0452	0.1459	0.1459	0.1459	|  Best result at epoch 6
55	0.9175	8.9032	|	0.0637	0.1849	0.1849	0.1849	|	0.0396	0.1523	0.1523	0.1523	|  Best result at epoch 6
56	0.9267	8.7682	|	0.0661	0.1812	0.1812	0.1812	|	0.0379	0.1340	0.1340	0.1340	|  Best result at epoch 6
57	0.9130	8.6205	|	0.0671	0.1858	0.1858	0.1858	|	0.0453	0.1441	0.1441	0.1441	|  Best result at epoch 6
58	0.9500	8.6897	|	0.0691	0.1822	0.1822	0.1822	|	0.0401	0.1359	0.1359	0.1359	|  Best result at epoch 6
59	0.9021	8.9151	|	0.0629	0.1771	0.1771	0.1771	|	0.0387	0.1304	0.1304	0.1304	|  Best result at epoch 6
60	0.9210	9.0159	|	0.0668	0.1785	0.1785	0.1785	|	0.0360	0.1272	0.1272	0.1272	|  Best result at epoch 6
61	0.9229	8.9510	|	0.0698	0.1771	0.1771	0.1771	|	0.0403	0.1295	0.1295	0.1295	|  Best result at epoch 6
62	0.9073	8.4562	|	0.0637	0.1744	0.1744	0.1744	|	0.0398	0.1368	0.1368	0.1368	|  Best result at epoch 6
63	0.9377	8.6634	|	0.0630	0.1867	0.1867	0.1867	|	0.0353	0.1340	0.1340	0.1340	|  Best result at epoch 6
64	0.9094	8.6647	|	0.0732	0.1991	0.1991	0.1991	|	0.0497	0.1354	0.1354	0.1354	|  Best result at epoch 6
65	0.8941	8.9295	|	0.0683	0.1945	0.1945	0.1945	|	0.0467	0.1404	0.1404	0.1404	|  Best result at epoch 6
66	0.9487	8.9445	|	0.0742	0.1963	0.1963	0.1963	|	0.0403	0.1404	0.1404	0.1404	|  Best result at epoch 6
67	0.9396	8.5147	|	0.0777	0.1922	0.1922	0.1922	|	0.0481	0.1382	0.1382	0.1382	|  Best result at epoch 6
68	0.9117	8.8467	|	0.0699	0.1867	0.1867	0.1867	|	0.0455	0.1436	0.1436	0.1436	|  Best result at epoch 6
69	0.8973	9.0558	|	0.0618	0.1904	0.1904	0.1904	|	0.0413	0.1386	0.1386	0.1386	|  Best result at epoch 6
70	0.9271	8.9171	|	0.0641	0.1799	0.1799	0.1799	|	0.0469	0.1473	0.1473	0.1473	|  Best result at epoch 6
71	0.9449	8.7873	|	0.0577	0.1822	0.1822	0.1822	|	0.0419	0.1382	0.1382	0.1382	|  Best result at epoch 6
72	0.9735	8.4047	|	0.0684	0.1799	0.1799	0.1799	|	0.0419	0.1464	0.1464	0.1464	|  Best result at epoch 6
73	0.9597	8.7866	|	0.0637	0.1849	0.1849	0.1849	|	0.0434	0.1542	0.1542	0.1542	|  Best result at epoch 6
74	0.9650	8.7243	|	0.0655	0.1776	0.1776	0.1776	|	0.0404	0.1450	0.1450	0.1450	|  Best result at epoch 6
75	0.9486	8.8282	|	0.0707	0.1803	0.1803	0.1803	|	0.0402	0.1432	0.1432	0.1432	|  Best result at epoch 6
76	0.9880	8.5041	|	0.0657	0.1721	0.1721	0.1721	|	0.0432	0.1354	0.1354	0.1354	|  Best result at epoch 6
77	1.0186	8.8028	|	0.0591	0.1785	0.1785	0.1785	|	0.0411	0.1382	0.1382	0.1382	|  Best result at epoch 6
78	1.0212	8.9239	|	0.0677	0.1785	0.1785	0.1785	|	0.0410	0.1400	0.1400	0.1400	|  Best result at epoch 6
79	1.0247	8.5455	|	0.0733	0.1817	0.1817	0.1817	|	0.0401	0.1404	0.1404	0.1404	|  Best result at epoch 6
80	0.9818	8.8162	|	0.0656	0.1689	0.1689	0.1689	|	0.0401	0.1331	0.1331	0.1331	|  Best result at epoch 6
81	1.0032	8.7599	|	0.0652	0.1670	0.1670	0.1670	|	0.0409	0.1372	0.1372	0.1372	|  Best result at epoch 6
82	1.0140	8.5353	|	0.0608	0.1551	0.1551	0.1551	|	0.0384	0.1446	0.1446	0.1446	|  Best result at epoch 6
83	1.0378	8.6078	|	0.0651	0.1597	0.1597	0.1597	|	0.0417	0.1354	0.1354	0.1354	|  Best result at epoch 6
84	1.0081	8.6821	|	0.0657	0.1735	0.1735	0.1735	|	0.0401	0.1345	0.1345	0.1345	|  Best result at epoch 6
85	1.0066	8.7626	|	0.0665	0.1725	0.1725	0.1725	|	0.0472	0.1487	0.1487	0.1487	|  Best result at epoch 6
86	0.9858	8.7914	|	0.0585	0.1735	0.1735	0.1735	|	0.0379	0.1304	0.1304	0.1304	|  Best result at epoch 6
87	1.0602	9.1026	|	0.0697	0.1835	0.1835	0.1835	|	0.0403	0.1418	0.1418	0.1418	|  Best result at epoch 6
88	1.0361	8.6902	|	0.0675	0.1789	0.1789	0.1789	|	0.0367	0.1290	0.1290	0.1290	|  Best result at epoch 6
89	1.0049	9.1985	|	0.0581	0.1730	0.1730	0.1730	|	0.0379	0.1313	0.1313	0.1313	|  Best result at epoch 6
90	1.0300	8.9056	|	0.0681	0.1849	0.1849	0.1849	|	0.0377	0.1299	0.1299	0.1299	|  Best result at epoch 6
91	1.0484	8.7957	|	0.0701	0.1776	0.1776	0.1776	|	0.0356	0.1253	0.1253	0.1253	|  Best result at epoch 6
92	1.0472	8.4106	|	0.0689	0.1730	0.1730	0.1730	|	0.0398	0.1263	0.1263	0.1263	|  Best result at epoch 6
93	1.0372	8.7175	|	0.0674	0.1771	0.1771	0.1771	|	0.0389	0.1331	0.1331	0.1331	|  Best result at epoch 6
94	1.0269	8.7635	|	0.0769	0.1899	0.1899	0.1899	|	0.0411	0.1331	0.1331	0.1331	|  Best result at epoch 6
95	1.0395	8.7553	|	0.0626	0.1826	0.1826	0.1826	|	0.0407	0.1436	0.1436	0.1436	|  Best result at epoch 6
96	1.0350	8.8313	|	0.0747	0.1936	0.1936	0.1936	|	0.0419	0.1432	0.1432	0.1432	|  Best result at epoch 6
97	1.0304	8.7365	|	0.0721	0.1872	0.1872	0.1872	|	0.0398	0.1363	0.1363	0.1363	|  Best result at epoch 6
98	1.0629	8.5396	|	0.0644	0.1799	0.1799	0.1799	|	0.0413	0.1382	0.1382	0.1382	|  Best result at epoch 6
99	1.0462	8.7144	|	0.0623	0.1776	0.1776	0.1776	|	0.0412	0.1372	0.1372	0.1372	|  Best result at epoch 6
100	1.0443	8.7172	|	0.0577	0.1739	0.1739	0.1739	|	0.0411	0.1345	0.1345	0.1345	|  Best result at epoch 6
101	1.0949	9.0796	|	0.0588	0.1707	0.1707	0.1707	|	0.0463	0.1359	0.1359	0.1359	|  Best result at epoch 6
102	1.0756	8.5422	|	0.0669	0.1863	0.1863	0.1863	|	0.0402	0.1359	0.1359	0.1359	|  Best result at epoch 6
103	1.0434	8.6551	|	0.0623	0.1794	0.1794	0.1794	|	0.0380	0.1349	0.1349	0.1349	|  Best result at epoch 6
104	1.0609	8.6115	|	0.0597	0.1707	0.1707	0.1707	|	0.0402	0.1382	0.1382	0.1382	|  Best result at epoch 6
105	1.0553	9.0114	|	0.0641	0.1854	0.1854	0.1854	|	0.0356	0.1340	0.1340	0.1340	|  Best result at epoch 6
106	1.1192	8.8649	|	0.0618	0.1863	0.1863	0.1863	|	0.0381	0.1308	0.1308	0.1308	|  Best result at epoch 6
107	1.0727	8.7960	|	0.0577	0.1698	0.1698	0.1698	|	0.0383	0.1386	0.1386	0.1386	|  Best result at epoch 6
108	1.0974	8.8281	|	0.0628	0.1881	0.1881	0.1881	|	0.0408	0.1372	0.1372	0.1372	|  Best result at epoch 6
109	1.1275	8.8261	|	0.0619	0.1712	0.1712	0.1712	|	0.0375	0.1322	0.1322	0.1322	|  Best result at epoch 6
110	1.1476	8.7090	|	0.0686	0.1826	0.1826	0.1826	|	0.0373	0.1308	0.1308	0.1308	|  Best result at epoch 6
