epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
34	0.8127	4.4624	|	0.1214	0.2504	0.2504	0.2504	|	0.0928	0.2360	0.2360	0.2360	|  Best result at epoch 16
35	0.8309	4.7899	|	0.1187	0.2780	0.2780	0.2780	|	0.0962	0.2482	0.2482	0.2482	|  Best result at epoch 16
36	0.7930	4.5303	|	0.1152	0.2528	0.2528	0.2528	|	0.1071	0.2514	0.2514	0.2514	|  Best result at epoch 16
37	0.7424	4.7826	|	0.1073	0.2748	0.2748	0.2748	|	0.0964	0.2539	0.2539	0.2539	|  Best result at epoch 16
38	0.7487	4.7793	|	0.1197	0.2797	0.2797	0.2797	|	0.0994	0.2498	0.2498	0.2498	|  Best result at epoch 16
39	0.7332	4.8425	|	0.1155	0.2821	0.2821	0.2821	|	0.1062	0.2709	0.2709	0.2709	|  Best result at epoch 16
40	0.7519	4.7385	|	0.1239	0.2756	0.2756	0.2756	|	0.0978	0.2571	0.2571	0.2571	|  Best result at epoch 16
41	0.7323	5.0392	|	0.1093	0.2732	0.2732	0.2732	|	0.0974	0.2547	0.2547	0.2547	|  Best result at epoch 16
42	0.7132	4.9840	|	0.1082	0.2691	0.2691	0.2691	|	0.0962	0.2482	0.2482	0.2482	|  Best result at epoch 16
43	0.6864	4.8677	|	0.1143	0.2715	0.2715	0.2715	|	0.1071	0.2660	0.2660	0.2660	|  Best result at epoch 16
44	0.6885	5.1524	|	0.1146	0.2740	0.2740	0.2740	|	0.0975	0.2474	0.2474	0.2474	|  Best result at epoch 16
45	0.7306	5.0496	|	0.1052	0.2553	0.2553	0.2553	|	0.0961	0.2384	0.2384	0.2384	|  Best result at epoch 16
46	0.6552	5.1916	|	0.1086	0.2577	0.2577	0.2577	|	0.0929	0.2311	0.2311	0.2311	|  Best result at epoch 16
47	0.6386	5.2663	|	0.1074	0.2659	0.2659	0.2659	|	0.0975	0.2433	0.2433	0.2433	|  Best result at epoch 16
48	0.7076	5.1941	|	0.1096	0.2577	0.2577	0.2577	|	0.1013	0.2571	0.2571	0.2571	|  Best result at epoch 16
49	0.6447	4.9922	|	0.1042	0.2390	0.2390	0.2390	|	0.0933	0.2368	0.2368	0.2368	|  Best result at epoch 16
50	0.6664	5.2771	|	0.1052	0.2545	0.2545	0.2545	|	0.1017	0.2530	0.2530	0.2530	|  Best result at epoch 16
51	0.6507	5.4249	|	0.1067	0.2642	0.2642	0.2642	|	0.0948	0.2490	0.2490	0.2490	|  Best result at epoch 16
52	0.6440	5.2541	|	0.1068	0.2520	0.2520	0.2520	|	0.0929	0.2368	0.2368	0.2368	|  Best result at epoch 16
53	0.6509	5.2627	|	0.1076	0.2553	0.2553	0.2553	|	0.1000	0.2433	0.2433	0.2433	|  Best result at epoch 16
54	0.6174	5.7573	|	0.1066	0.2569	0.2569	0.2569	|	0.0881	0.2401	0.2401	0.2401	|  Best result at epoch 16
55	0.6278	5.2036	|	0.1129	0.2821	0.2821	0.2821	|	0.0964	0.2368	0.2368	0.2368	|  Best result at epoch 16
56	0.6444	5.4066	|	0.1063	0.2545	0.2545	0.2545	|	0.0980	0.2441	0.2441	0.2441	|  Best result at epoch 16
57	0.5896	5.5720	|	0.1084	0.2642	0.2642	0.2642	|	0.0918	0.2271	0.2271	0.2271	|  Best result at epoch 16
58	0.6183	5.6731	|	0.1055	0.2626	0.2626	0.2626	|	0.0968	0.2579	0.2579	0.2579	|  Best result at epoch 16
59	0.6134	5.8532	|	0.1133	0.2764	0.2764	0.2764	|	0.0932	0.2368	0.2368	0.2368	|  Best result at epoch 16
60	0.5857	5.9726	|	0.1139	0.2797	0.2797	0.2797	|	0.0953	0.2547	0.2547	0.2547	|  Best result at epoch 16
61	0.5941	5.6423	|	0.1188	0.2675	0.2675	0.2675	|	0.1008	0.2571	0.2571	0.2571	|  Best result at epoch 16
62	0.5772	5.8434	|	0.1110	0.2780	0.2780	0.2780	|	0.1019	0.2595	0.2595	0.2595	|  Best result at epoch 16
63	0.5941	5.7085	|	0.1051	0.2659	0.2659	0.2659	|	0.0970	0.2490	0.2490	0.2490	|  Best result at epoch 16
64	0.5925	5.8105	|	0.1083	0.2561	0.2561	0.2561	|	0.0945	0.2320	0.2320	0.2320	|  Best result at epoch 16
65	0.5701	6.1472	|	0.1093	0.2683	0.2683	0.2683	|	0.0978	0.2555	0.2555	0.2555	|  Best result at epoch 16
66	0.5779	5.6940	|	0.1087	0.2618	0.2618	0.2618	|	0.0958	0.2376	0.2376	0.2376	|  Best result at epoch 16
67	0.6173	5.8700	|	0.1143	0.2683	0.2683	0.2683	|	0.0940	0.2384	0.2384	0.2384	|  Best result at epoch 16
68	0.5742	6.1684	|	0.1061	0.2593	0.2593	0.2593	|	0.0886	0.2279	0.2279	0.2279	|  Best result at epoch 16
69	0.6012	5.7586	|	0.1126	0.2715	0.2715	0.2715	|	0.0931	0.2360	0.2360	0.2360	|  Best result at epoch 16
70	0.5812	5.8308	|	0.1109	0.2618	0.2618	0.2618	|	0.0936	0.2401	0.2401	0.2401	|  Best result at epoch 16
71	0.5658	5.9924	|	0.1045	0.2610	0.2610	0.2610	|	0.0873	0.2352	0.2352	0.2352	|  Best result at epoch 16
72	0.5674	5.9260	|	0.1097	0.2602	0.2602	0.2602	|	0.0887	0.2247	0.2247	0.2247	|  Best result at epoch 16
73	0.5744	6.2155	|	0.1037	0.2545	0.2545	0.2545	|	0.0951	0.2441	0.2441	0.2441	|  Best result at epoch 16
74	0.5589	6.2181	|	0.1053	0.2577	0.2577	0.2577	|	0.0981	0.2466	0.2466	0.2466	|  Best result at epoch 16
75	0.6062	5.9033	|	0.1054	0.2504	0.2504	0.2504	|	0.0911	0.2376	0.2376	0.2376	|  Best result at epoch 16
76	0.5762	5.8619	|	0.1124	0.2610	0.2610	0.2610	|	0.1003	0.2490	0.2490	0.2490	|  Best result at epoch 16
77	0.5490	6.1644	|	0.1000	0.2480	0.2480	0.2480	|	0.0922	0.2376	0.2376	0.2376	|  Best result at epoch 16
78	0.5745	6.3432	|	0.1042	0.2667	0.2667	0.2667	|	0.0984	0.2587	0.2587	0.2587	|  Best result at epoch 16
79	0.5549	6.0726	|	0.1063	0.2659	0.2659	0.2659	|	0.1004	0.2514	0.2514	0.2514	|  Best result at epoch 16
80	0.5051	6.3511	|	0.1119	0.2675	0.2675	0.2675	|	0.0915	0.2401	0.2401	0.2401	|  Best result at epoch 16
81	0.5576	6.2824	|	0.1085	0.2699	0.2699	0.2699	|	0.0867	0.2206	0.2206	0.2206	|  Best result at epoch 16
82	0.5405	6.2543	|	0.1077	0.2634	0.2634	0.2634	|	0.0925	0.2401	0.2401	0.2401	|  Best result at epoch 16
83	0.5431	6.6099	|	0.1089	0.2593	0.2593	0.2593	|	0.0905	0.2238	0.2238	0.2238	|  Best result at epoch 16
84	0.5601	6.2014	|	0.1076	0.2463	0.2463	0.2463	|	0.0939	0.2393	0.2393	0.2393	|  Best result at epoch 16
85	0.4801	5.9779	|	0.1068	0.2561	0.2561	0.2561	|	0.0929	0.2263	0.2263	0.2263	|  Best result at epoch 16
86	0.5669	6.1303	|	0.1064	0.2545	0.2545	0.2545	|	0.0893	0.2311	0.2311	0.2311	|  Best result at epoch 16
87	0.5141	6.1224	|	0.1099	0.2602	0.2602	0.2602	|	0.0999	0.2393	0.2393	0.2393	|  Best result at epoch 16
88	0.5617	6.1884	|	0.1120	0.2699	0.2699	0.2699	|	0.1013	0.2457	0.2457	0.2457	|  Best result at epoch 16
89	0.5468	6.5726	|	0.1064	0.2724	0.2724	0.2724	|	0.0948	0.2457	0.2457	0.2457	|  Best result at epoch 16
90	0.5255	6.5853	|	0.1005	0.2463	0.2463	0.2463	|	0.0980	0.2409	0.2409	0.2409	|  Best result at epoch 16
91	0.4791	6.5416	|	0.1117	0.2602	0.2602	0.2602	|	0.0953	0.2587	0.2587	0.2587	|  Best result at epoch 16
92	0.5366	6.6640	|	0.1050	0.2650	0.2650	0.2650	|	0.0895	0.2401	0.2401	0.2401	|  Best result at epoch 16
93	0.5267	6.3554	|	0.1050	0.2472	0.2472	0.2472	|	0.0885	0.2238	0.2238	0.2238	|  Best result at epoch 16
94	0.4962	6.6526	|	0.1052	0.2455	0.2455	0.2455	|	0.0905	0.2360	0.2360	0.2360	|  Best result at epoch 16
95	0.4794	6.3011	|	0.1061	0.2561	0.2561	0.2561	|	0.0961	0.2384	0.2384	0.2384	|  Best result at epoch 16
96	0.5026	6.7285	|	0.0998	0.2423	0.2423	0.2423	|	0.0877	0.2474	0.2474	0.2474	|  Best result at epoch 16
97	0.4923	6.4454	|	0.1009	0.2496	0.2496	0.2496	|	0.0902	0.2393	0.2393	0.2393	|  Best result at epoch 16
98	0.4582	6.4419	|	0.0991	0.2407	0.2407	0.2407	|	0.0940	0.2311	0.2311	0.2311	|  Best result at epoch 16
99	0.4869	6.5835	|	0.1055	0.2732	0.2732	0.2732	|	0.0939	0.2401	0.2401	0.2401	|  Best result at epoch 16
100	0.5224	6.7848	|	0.1036	0.2496	0.2496	0.2496	|	0.0925	0.2457	0.2457	0.2457	|  Best result at epoch 16
101	0.5381	6.7672	|	0.1106	0.2593	0.2593	0.2593	|	0.0920	0.2441	0.2441	0.2441	|  Best result at epoch 16
102	0.4932	6.7449	|	0.1080	0.2528	0.2528	0.2528	|	0.0935	0.2425	0.2425	0.2425	|  Best result at epoch 16
103	0.5240	6.7781	|	0.1059	0.2504	0.2504	0.2504	|	0.0914	0.2360	0.2360	0.2360	|  Best result at epoch 16
104	0.5444	6.9687	|	0.1058	0.2585	0.2585	0.2585	|	0.0917	0.2425	0.2425	0.2425	|  Best result at epoch 16
105	0.5486	6.6820	|	0.1103	0.2707	0.2707	0.2707	|	0.0911	0.2401	0.2401	0.2401	|  Best result at epoch 16
106	0.5315	6.5882	|	0.1058	0.2545	0.2545	0.2545	|	0.0968	0.2457	0.2457	0.2457	|  Best result at epoch 16
107	0.4977	6.5690	|	0.1073	0.2585	0.2585	0.2585	|	0.0961	0.2474	0.2474	0.2474	|  Best result at epoch 16
108	0.4993	6.7791	|	0.1033	0.2577	0.2577	0.2577	|	0.0915	0.2401	0.2401	0.2401	|  Best result at epoch 16
109	0.4942	6.7829	|	0.1050	0.2512	0.2512	0.2512	|	0.0935	0.2482	0.2482	0.2482	|  Best result at epoch 16
110	0.5435	6.6363	|	0.1091	0.2618	0.2618	0.2618	|	0.0890	0.2409	0.2409	0.2409	|  Best result at epoch 16
111	0.5550	6.6085	|	0.1103	0.2585	0.2585	0.2585	|	0.0957	0.2441	0.2441	0.2441	|  Best result at epoch 16
112	0.4806	6.8506	|	0.1043	0.2423	0.2423	0.2423	|	0.0940	0.2401	0.2401	0.2401	|  Best result at epoch 16
113	0.4791	6.5784	|	0.1062	0.2463	0.2463	0.2463	|	0.0935	0.2360	0.2360	0.2360	|  Best result at epoch 16
114	0.4939	6.6204	|	0.1018	0.2504	0.2504	0.2504	|	0.0937	0.2482	0.2482	0.2482	|  Best result at epoch 16
115	0.5176	6.7810	|	0.1016	0.2390	0.2390	0.2390	|	0.0930	0.2417	0.2417	0.2417	|  Best result at epoch 16
